timeslot;time of day;heatGenerationCoefficientSpaceHeating;temperatureBufferStorage;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;21.6;0.0;0.0;3467.35;-3467.35;-2.6;12482.6;3467.4;0.0;-2.0;-1.5;4.08;0.0;0.0
2;00:30;0.74;22.03;0.0;0.0;13308.28;-13308.28;-9.98;8303.2;2251.8;0.0;-2.0;-1.5;4.08;0.0;0.0
3;01:00;0.33;22.19;0.0;0.0;6499.73;-6499.73;-12.02;7275.2;1495.7;0.0;-2.05;-3.7;4.07;0.0;0.0
4;01:30;1.0;22.79;0.0;0.0;16230.9;-16230.9;-30.03;9616.0;1230.9;0.29;-2.15;-3.7;4.05;0.0;0.0
5;02:00;0.2;22.8;0.0;0.0;4152.89;-4152.89;-11.84;11362.3;1152.9;0.3;-2.3;-5.7;4.03;0.0;0.0
6;02:30;0.21;22.8;0.0;0.0;4456.09;-4456.09;-12.7;12473.1;1274.6;0.3;-2.5;-5.7;3.99;0.0;0.0
7;03:00;0.23;22.8;0.0;0.0;4796.47;-4796.47;-16.07;13571.4;1304.5;0.3;-2.72;-6.7;3.95;0.0;0.0
8;03:30;0.25;22.8;0.0;0.0;5046.2;-5046.2;-16.9;14656.3;1236.2;0.3;-2.97;-6.7;3.91;0.0;0.0
9;04:00;0.26;22.8;0.0;0.0;5160.31;-5160.31;-14.71;14757.4;1275.3;0.3;-3.24;-5.7;3.86;0.0;0.0
10;04:30;0.25;22.8;0.0;0.0;5120.68;-5120.68;-14.59;13807.0;1429.2;0.3;-3.54;-5.7;3.8;0.0;0.0
11;05:00;0.26;22.8;0.0;0.0;5392.32;-5392.32;-6.2;14321.2;1520.8;0.3;-3.8;-2.3;3.76;0.0;0.0
12;05:30;0.3;22.8;0.0;0.0;6014.43;-6014.43;-6.92;16401.1;1545.9;0.3;-4.0;-2.3;3.72;0.0;0.0
13;06:00;0.34;22.8;0.0;0.0;7133.37;-7133.37;-94.87;18566.2;2015.4;0.3;-4.27;-26.6;3.67;0.0;0.0
14;06:30;0.39;22.8;0.0;0.0;8791.77;-8791.77;-116.93;20822.4;2959.8;0.3;-4.62;-26.6;3.61;0.0;0.0
15;07:00;0.33;22.71;0.0;0.0;8845.56;-8845.56;-81.82;25105.3;3823.6;0.21;-4.87;-18.5;3.56;0.0;0.0
16;07:30;0.74;22.8;0.0;0.0;15692.18;-15692.18;-145.15;31554.7;4601.2;0.3;-5.02;-18.5;3.54;0.0;0.0
17;08:00;0.7;22.8;0.0;0.0;15408.93;-15408.93;-65.49;36256.9;4920.9;0.3;-5.34;-8.5;3.48;0.0;0.0
18;08:30;0.77;22.8;0.0;0.0;16353.73;-16353.73;-69.5;39091.4;4751.2;0.3;-5.84;-8.5;3.39;0.0;0.0
19;09:00;0.8;22.8;0.0;0.0;16684.32;-16684.32;-0.83;40182.3;4640.8;0.3;-6.03;-0.1;3.36;0.0;0.0
20;09:30;0.49;22.62;0.0;0.0;11924.31;-11924.31;-0.6;39409.3;4593.8;0.12;-5.88;-0.1;3.38;0.0;0.0
21;10:00;1.0;22.8;0.0;0.0;18886.84;-18886.84;37.77;36329.9;3886.8;0.3;-5.63;4.0;3.43;0.0;0.0
22;10:30;0.59;22.8;0.0;0.0;11361.91;-11361.91;22.72;30785.1;2474.4;0.3;-5.28;4.0;3.49;0.0;0.0
23;11:00;0.54;22.8;0.0;0.0;10147.54;-10147.54;42.11;28661.4;1996.5;0.3;-4.98;8.3;3.54;0.0;0.0
24;11:30;0.57;22.8;0.0;0.0;10994.19;-10994.19;45.63;30194.8;2517.7;0.3;-4.73;8.3;3.59;0.0;0.0
25;12:00;0.54;22.8;0.0;0.0;11778.84;-11778.84;41.81;29014.3;3693.8;0.3;-4.58;7.1;3.62;0.0;0.0
26;12:30;0.46;22.8;0.0;0.0;12509.18;-12509.18;44.41;24932.8;5570.2;0.3;-4.53;7.1;3.63;0.0;0.0
27;13:00;0.45;22.8;0.0;0.0;12765.61;-12765.61;-10.85;24360.9;6008.1;0.3;-4.45;-1.7;3.64;0.0;0.0
28;13:30;0.51;22.8;0.0;0.0;12501.44;-12501.44;-10.63;27540.5;4908.4;0.3;-4.35;-1.7;3.66;0.0;0.0
29;14:00;0.55;22.8;0.0;0.0;12371.87;-12371.87;-10.52;29986.7;4150.4;0.3;-4.25;-1.7;3.67;0.0;0.0
30;14:30;0.58;22.8;0.0;0.0;12388.49;-12388.49;-10.53;31648.9;3757.5;0.3;-4.15;-1.7;3.69;0.0;0.0
31;15:00;0.59;22.8;0.0;0.0;12585.11;-12585.11;-21.39;32807.9;3672.1;0.3;-4.08;-3.4;3.71;0.0;0.0
32;15:30;0.6;22.8;0.0;0.0;12973.94;-12973.94;-22.06;33428.9;3915.4;0.3;-4.03;-3.4;3.72;0.0;0.0
33;16:00;0.58;22.8;0.0;0.0;12835.79;-12835.79;-6.42;32162.5;4149.3;0.3;-3.95;-1.0;3.73;0.0;0.0
34;16:30;0.0;22.45;0.0;0.0;4372.99;-4372.99;-2.19;28878.7;4373.0;0.0;-3.85;-1.0;3.75;0.0;0.0
35;17:00;0.0;22.13;0.0;0.0;4486.91;-4486.91;26.7;27260.1;4486.9;0.0;-3.8;11.9;3.76;0.0;0.0
36;17:30;0.0;21.8;0.0;0.0;4483.48;-4483.48;26.68;27421.8;4483.5;0.0;-3.8;11.9;3.76;0.0;0.0
37;18:00;0.51;21.79;0.0;0.0;12329.52;-12329.52;60.41;28393.7;4750.0;0.0;-3.87;9.8;3.74;0.0;0.0
38;18:30;0.7;21.89;0.0;0.0;15745.15;-15745.15;77.15;30231.7;5305.2;0.0;-4.02;9.8;3.72;0.0;0.0
39;19:00;0.0;21.53;0.0;0.0;5473.82;-5473.82;36.4;30061.0;5473.8;0.0;-3.91;13.3;3.74;0.0;0.0
40;19:30;0.0;21.2;0.0;0.0;5229.37;-5229.37;34.78;27743.2;5229.4;0.3;-3.51;13.3;3.81;0.0;0.0
