timeslot;time of day;simulationResult_electricalLoad_combined;simulationResult_RESGeneration_combined;simulationResult_PVGeneration_combined;simulationResult_SurplusEnergy_combined;simulationResult_costs_combined
1;00:00;119894.55;0.0;0.0;0.0;-89.92
2;00:30;119894.6;0.0;0.0;0.0;-89.92
3;01:00;119895.8;0.0;0.0;0.0;-221.81
4;01:30;119894.53;0.0;0.0;0.0;-221.8
5;02:00;119894.55;0.0;0.0;0.0;-341.7
6;02:30;119894.94;0.0;0.0;0.0;-341.7
7;03:00;119894.29;0.0;0.0;0.0;-401.65
8;03:30;119894.37;0.0;0.0;0.0;-401.65
9;04:00;119894.56;0.0;0.0;0.0;-341.7
10;04:30;119897.32;0.0;0.0;0.0;-341.71
11;05:00;119894.55;0.0;0.0;0.0;-137.88
12;05:30;119895.49;0.0;0.0;0.0;-137.88
13;06:00;119894.01;0.0;0.0;0.0;-1594.59
14;06:30;119894.86;0.0;0.0;0.0;-1594.6
15;07:00;119895.14;0.0;0.0;0.0;-1109.03
16;07:30;119895.9;0.0;0.0;0.0;-1109.04
17;08:00;119896.4;0.0;0.0;0.0;-509.56
18;08:30;119894.52;0.0;0.0;0.0;-509.55
19;09:00;119893.97;0.0;0.0;0.0;-5.99
20;09:30;119894.92;0.0;0.0;0.0;-5.99
21;10:00;119896.38;0.0;0.0;0.0;239.79
22;10:30;119895.02;0.0;0.0;0.0;239.79
23;11:00;119894.17;0.0;0.0;0.0;497.56
24;11:30;119895.86;0.0;0.0;0.0;497.57
25;12:00;119895.0;0.0;0.0;0.0;425.63
26;12:30;119895.29;0.0;0.0;0.0;425.63
27;13:00;119893.81;0.0;0.0;0.0;-101.91
28;13:30;119896.45;0.0;0.0;0.0;-101.91
29;14:00;119895.75;0.0;0.0;0.0;-101.91
30;14:30;119895.27;0.0;0.0;0.0;-101.91
31;15:00;119896.43;0.0;0.0;0.0;-203.82
32;15:30;119895.85;0.0;0.0;0.0;-203.82
33;16:00;119894.99;0.0;0.0;0.0;-59.95
34;16:30;119896.74;0.0;0.0;0.0;-59.95
35;17:00;56873.53;0.0;0.0;0.0;338.4
36;17:30;57466.96;0.0;0.0;0.0;341.93
37;18:00;119895.22;0.0;0.0;0.0;587.49
38;18:30;117679.1;0.0;0.0;0.0;576.63
39;19:00;52299.76;0.0;0.0;0.0;347.79
40;19:30;48707.51;0.0;0.0;0.0;323.9
41;20:00;107491.49;0.0;0.0;0.0;429.97
42;20:30;102695.94;0.0;0.0;0.0;410.78
43;21:00;117083.9;0.0;0.0;0.0;450.77
44;21:30;119895.43;0.0;0.0;0.0;461.6
45;22:00;43737.4;0.0;0.0;0.0;188.07
46;22:30;38756.08;0.0;0.0;0.0;166.65
47;23:00;119894.28;0.0;0.0;0.0;-215.81
48;23:30;119894.93;0.0;0.0;0.0;-215.81
