timeslot;time of day;simulationResult_electricalLoad_combined;simulationResult_RESGeneration_combined;simulationResult_PVGeneration_combined;simulationResult_SurplusEnergy_combined;simulationResult_costs_combined
1;00:00;90552.85;0.0;0.0;0.0;-67.91
2;00:30;63873.5;0.0;0.0;0.0;-47.91
3;01:00;85174.66;0.0;0.0;0.0;-157.57
4;01:30;110039.23;0.0;0.0;0.0;-203.57
5;02:00;100421.3;0.0;0.0;0.0;-286.2
6;02:30;110038.74;0.0;0.0;0.0;-313.61
7;03:00;57913.49;0.0;0.0;0.0;-194.01
8;03:30;110039.77;0.0;0.0;0.0;-368.63
9;04:00;110040.39;0.0;0.0;0.0;-313.62
10;04:30;110040.52;0.0;0.0;0.0;-313.62
11;05:00;110039.07;0.0;0.0;0.0;-126.54
12;05:30;110039.59;0.0;0.0;0.0;-126.55
13;06:00;110038.71;0.0;0.0;0.0;-1463.51
14;06:30;110039.86;0.0;0.0;0.0;-1463.53
15;07:00;110040.74;0.0;0.0;0.0;-1017.88
16;07:30;110040.6;0.0;0.0;0.0;-1017.88
17;08:00;110040.2;0.0;0.0;0.0;-467.67
18;08:30;110040.12;0.0;0.0;0.0;-467.67
19;09:00;110038.97;0.0;0.0;0.0;-5.5
20;09:30;110038.42;0.0;0.0;0.0;-5.5
21;10:00;110040.18;0.0;0.0;0.0;220.08
22;10:30;110040.92;0.0;0.0;0.0;220.08
23;11:00;110039.47;0.0;0.0;0.0;456.66
24;11:30;110038.46;0.0;0.0;0.0;456.66
25;12:00;110040.0;0.0;0.0;0.0;390.64
26;12:30;110040.29;0.0;0.0;0.0;390.64
27;13:00;110038.81;0.0;0.0;0.0;-93.53
28;13:30;110039.05;0.0;0.0;0.0;-93.53
29;14:00;110040.15;0.0;0.0;0.0;-93.53
30;14:30;110039.07;0.0;0.0;0.0;-93.53
31;15:00;110040.83;0.0;0.0;0.0;-187.07
32;15:30;110038.45;0.0;0.0;0.0;-187.07
33;16:00;110039.99;0.0;0.0;0.0;-55.02
34;16:30;110039.64;0.0;0.0;0.0;-55.02
35;17:00;110038.63;0.0;0.0;0.0;654.73
36;17:30;110038.96;0.0;0.0;0.0;654.73
37;18:00;110037.82;0.0;0.0;0.0;539.19
38;18:30;110038.7;0.0;0.0;0.0;539.19
39;19:00;110037.76;0.0;0.0;0.0;731.75
40;19:30;110038.91;0.0;0.0;0.0;731.76
41;20:00;110040.89;0.0;0.0;0.0;440.16
42;20:30;135889.34;0.0;0.0;0.0;543.56
43;21:00;133193.4;0.0;0.0;0.0;512.79
44;21:30;114036.73;0.0;0.0;0.0;439.04
45;22:00;98491.0;0.0;0.0;0.0;423.51
46;22:30;111967.78;0.0;0.0;0.0;481.46
47;23:00;107689.68;0.0;0.0;0.0;-193.84
48;23:30;112388.03;0.0;0.0;0.0;-202.3
