timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;0.2;21.52;133.42;0.0;0.0;720.07;-720.07;3.6;2944.6;0.0;120.1;0.0;-1.1;10.0;4.24;1.54;0.0;0.0
2;00:30;0.0;0.0;21.28;132.99;0.0;0.0;133.68;-133.68;0.67;3053.0;0.0;133.7;0.22;-1.1;10.0;4.24;1.54;0.0;0.0
3;01:00;1.0;0.0;22.02;132.56;0.0;0.0;3132.41;-3132.41;18.64;3053.3;0.0;132.4;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
4;01:30;0.2;0.0;21.99;132.13;0.0;0.0;715.72;-715.72;4.26;2960.6;0.0;115.7;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
5;02:00;0.2;0.0;21.94;131.7;0.0;0.0;713.19;-713.19;3.42;3132.5;0.0;113.2;0.0;-1.15;9.6;4.23;1.53;0.0;0.0
6;02:30;0.28;0.0;21.94;131.27;0.0;0.0;963.51;-963.51;4.62;3478.9;0.0;127.5;0.0;-1.25;9.6;4.22;1.52;0.0;0.0
7;03:00;0.63;0.0;22.28;130.84;0.0;0.0;2015.12;-2015.12;7.86;3440.3;0.0;137.3;0.0;-1.28;7.8;4.21;1.51;0.0;0.0
8;03:30;0.8;0.0;22.82;130.41;0.0;0.0;2552.25;-2552.25;9.95;3039.6;0.0;141.2;0.32;-1.23;7.8;4.22;1.52;0.0;0.0
9;04:00;0.0;0.32;22.58;144.01;0.0;0.0;1507.37;-1507.37;6.56;3027.4;0.0;547.4;0.08;-1.18;8.7;4.23;1.53;0.0;0.0
10;04:30;0.27;0.0;22.58;143.58;0.0;0.0;2201.24;-2201.24;9.58;3421.5;0.0;1383.1;0.08;-1.13;8.7;4.24;1.54;0.0;0.0
11;05:00;0.31;0.0;22.58;143.15;0.0;0.0;2591.59;-2591.59;11.66;3863.4;0.0;1672.1;0.08;-1.05;9.0;4.25;1.55;0.0;0.0
12;05:30;0.87;0.0;23.1;142.72;0.0;0.0;4039.48;-4039.48;18.18;4292.0;0.0;1433.5;0.6;-0.95;9.0;4.27;1.57;0.0;0.0
13;06:00;0.34;0.0;23.1;142.29;0.0;0.0;2112.5;-2112.5;19.54;4373.5;0.0;1080.7;0.6;-0.88;18.5;4.28;1.58;0.0;0.0
14;06:30;0.32;0.0;23.1;141.86;0.0;0.0;1647.3;-1647.3;15.24;4137.3;0.0;672.7;0.6;-0.83;18.5;4.29;1.59;0.0;0.0
15;07:00;0.0;0.0;22.75;99.18;0.0;0.0;495.91;-495.91;8.08;4510.6;4416.6;495.9;0.25;-0.8;32.6;4.3;1.6;0.0;0.0
16;07:30;0.0;0.0;22.33;96.25;0.0;0.0;597.42;-597.42;9.74;5427.7;260.9;597.4;0.0;-0.8;32.6;4.3;1.6;0.0;0.0
17;08:00;0.42;0.0;22.33;95.82;0.0;0.0;2015.08;-2015.08;28.61;5408.4;0.0;747.0;0.0;-0.78;28.4;4.3;1.6;0.0;0.0
18;08:30;0.34;0.0;22.33;95.39;0.0;0.0;1992.1;-1992.1;28.29;4381.4;0.0;964.9;0.0;-0.73;28.4;4.31;1.61;0.0;0.0
19;09:00;0.3;0.0;22.33;94.96;0.0;0.0;1879.9;-1879.9;25.1;3837.5;0.0;980.8;0.0;-0.68;26.7;4.32;1.62;0.0;0.0
20;09:30;0.3;0.0;22.33;94.53;0.0;0.0;1667.32;-1667.32;22.26;3815.0;0.0;775.3;0.0;-0.63;26.7;4.33;1.63;0.0;0.0
21;10:00;0.3;0.0;22.33;94.1;0.0;0.0;1832.42;-1832.42;24.65;3845.2;0.0;935.3;0.0;-0.58;26.9;4.34;1.64;0.0;0.0
22;10:30;0.0;1.0;22.02;140.89;0.0;0.0;4481.71;-4481.71;60.28;4058.8;0.0;1481.7;0.0;-0.53;26.9;4.35;1.65;0.0;0.0
23;11:00;0.0;0.0;21.71;138.84;0.0;0.0;1464.12;-1464.12;22.04;4030.2;169.3;1464.1;0.0;-0.5;30.1;4.35;1.65;0.0;0.0
24;11:30;0.59;0.0;22.0;138.03;0.0;0.0;2650.23;-2650.23;39.89;3848.1;40.1;880.2;0.0;-0.5;30.1;4.35;1.65;0.0;0.0
25;12:00;0.2;0.0;21.9;137.59;0.0;0.0;1241.08;-1241.08;18.31;3853.8;0.0;641.1;0.0;-0.52;29.5;4.35;1.65;0.0;0.0
26;12:30;0.31;0.0;21.9;97.97;0.0;0.0;1678.09;-1678.09;24.75;3958.9;4096.4;754.8;0.0;-0.57;29.5;4.34;1.64;0.0;0.0
27;13:00;0.32;0.0;21.9;97.54;0.0;0.0;1768.29;-1768.29;25.11;4163.5;0.0;794.8;0.0;-0.65;28.4;4.32;1.62;0.0;0.0
28;13:30;0.35;0.0;21.9;97.11;0.0;0.0;1779.73;-1779.73;25.27;4439.6;0.0;738.1;0.0;-0.75;28.4;4.31;1.61;0.0;0.0
29;14:00;0.34;0.0;21.9;96.68;0.0;0.0;1613.77;-1613.77;22.27;4361.5;0.0;586.0;0.0;-0.85;27.6;4.29;1.59;0.0;0.0
30;14:30;0.31;0.0;21.9;96.25;0.0;0.0;1272.08;-1272.08;17.55;3893.4;0.0;349.6;0.0;-0.95;27.6;4.27;1.57;0.0;0.0
31;15:00;0.28;0.0;21.9;95.82;0.0;0.0;1285.99;-1285.99;17.94;3537.1;0.0;446.0;0.0;-0.98;27.9;4.26;1.56;0.0;0.0
32;15:30;0.26;0.0;21.9;95.39;0.0;0.0;1678.07;-1678.07;23.41;3232.3;0.0;911.1;0.0;-0.93;27.9;4.27;1.57;0.0;0.0
33;16:00;0.25;0.0;21.9;94.96;0.0;0.0;1799.97;-1799.97;25.65;3175.9;0.0;1045.5;0.0;-0.95;28.5;4.27;1.57;0.0;0.0
34;16:30;0.26;0.0;21.9;94.53;0.0;0.0;1567.33;-1567.33;22.33;3262.2;0.0;789.4;0.0;-1.05;28.5;4.25;1.55;0.0;0.0
35;17:00;0.26;0.0;21.9;94.1;0.0;0.0;1417.08;-1417.08;22.6;3310.3;0.0;624.5;0.0;-1.15;31.9;4.23;1.53;0.0;0.0
36;17:30;0.0;0.68;21.64;123.24;0.0;0.0;2585.36;-2585.36;41.24;3330.2;0.0;545.4;0.0;-1.25;31.9;4.22;1.52;0.0;0.0
37;18:00;0.0;0.0;21.4;122.81;0.0;0.0;573.71;-573.71;8.95;3171.5;0.0;573.7;0.1;-1.32;31.2;4.2;1.5;0.0;0.0
38;18:30;0.67;0.0;21.82;122.38;0.0;0.0;2709.03;-2709.03;42.26;2864.5;0.0;699.0;0.0;-1.37;31.2;4.19;1.49;0.0;0.0
39;19:00;0.2;0.0;21.79;119.3;0.0;0.0;1365.59;-1365.59;21.78;2837.3;277.3;765.6;0.0;-1.38;31.9;4.19;1.49;0.0;0.0
40;19:30;0.2;0.0;21.74;81.02;0.0;0.0;1376.15;-1376.15;21.95;3142.7;3955.8;776.2;0.0;-1.33;31.9;4.2;1.5;0.0;0.0
41;20:00;0.0;1.0;21.49;122.33;0.0;0.0;3706.42;-3706.42;52.82;3215.4;142.4;706.4;0.01;-1.32;28.5;4.2;1.5;0.0;0.0
42;20:30;0.0;0.0;21.25;121.9;0.0;0.0;560.04;-560.04;7.98;3087.9;0.0;560.0;0.25;-1.37;28.5;4.19;1.49;0.0;0.0
43;21:00;0.0;0.0;21.04;117.7;0.0;0.0;393.02;-393.02;4.93;2685.6;393.8;393.0;0.46;-1.4;25.1;4.19;1.49;0.0;0.0
44;21:30;0.0;1.0;20.89;83.0;0.0;0.0;3210.23;-3210.23;40.29;1975.8;8045.9;210.2;0.61;-1.4;25.1;4.19;1.49;0.0;0.0
45;22:00;1.0;0.0;21.72;82.57;0.0;0.0;3126.3;-3126.3;31.26;1630.2;0.0;126.3;0.0;-1.47;20.0;4.17;1.47;0.0;0.0
46;22:30;0.2;0.0;21.77;82.14;0.0;0.0;751.4;-751.4;7.51;1695.2;0.0;151.4;0.0;-1.62;20.0;4.15;1.45;0.0;0.0
47;23:00;0.2;0.0;21.81;81.71;0.0;0.0;753.38;-753.38;4.93;1989.3;0.0;153.4;0.0;-1.75;13.1;4.13;1.43;0.0;0.0
48;23:30;0.2;0.0;21.81;81.28;0.0;0.0;740.46;-740.46;4.85;2431.1;0.0;140.5;11.86;-1.85;13.1;4.11;1.41;0.0;0.0
