timeslot;time of day;simulationResult_electricalLoad_combined;simulationResult_RESGeneration_combined;simulationResult_PVGeneration_combined;simulationResult_SurplusEnergy_combined;simulationResult_costs_combined
1;00:00;110040.05;0.0;0.0;0.0;-82.53
2;00:30;110039.2;0.0;0.0;0.0;-82.53
3;01:00;110039.2;0.0;0.0;0.0;-203.57
4;01:30;110039.43;0.0;0.0;0.0;-203.57
5;02:00;110039.0;0.0;0.0;0.0;-313.61
6;02:30;110038.14;0.0;0.0;0.0;-313.61
7;03:00;110038.39;0.0;0.0;0.0;-368.63
8;03:30;110037.07;0.0;0.0;0.0;-368.62
9;04:00;110038.59;0.0;0.0;0.0;-313.61
10;04:30;110040.52;0.0;0.0;0.0;-313.62
11;05:00;110039.67;0.0;0.0;0.0;-126.55
12;05:30;110039.29;0.0;0.0;0.0;-126.55
13;06:00;110038.41;0.0;0.0;0.0;-1463.51
14;06:30;110038.96;0.0;0.0;0.0;-1463.52
15;07:00;110039.84;0.0;0.0;0.0;-1017.87
16;07:30;110039.1;0.0;0.0;0.0;-1017.86
17;08:00;110039.0;0.0;0.0;0.0;-467.67
18;08:30;110039.82;0.0;0.0;0.0;-467.67
19;09:00;110039.27;0.0;0.0;0.0;-5.5
20;09:30;110039.62;0.0;0.0;0.0;-5.5
21;10:00;110039.28;0.0;0.0;0.0;220.08
22;10:30;110039.72;0.0;0.0;0.0;220.08
23;11:00;110040.07;0.0;0.0;0.0;456.67
24;11:30;110038.76;0.0;0.0;0.0;456.66
25;12:00;110039.7;0.0;0.0;0.0;390.64
26;12:30;110037.59;0.0;0.0;0.0;390.63
27;13:00;110038.21;0.0;0.0;0.0;-93.53
28;13:30;110040.85;0.0;0.0;0.0;-93.53
29;14:00;110040.75;0.0;0.0;0.0;-93.53
30;14:30;110039.37;0.0;0.0;0.0;-93.53
31;15:00;110039.03;0.0;0.0;0.0;-187.07
32;15:30;110038.45;0.0;0.0;0.0;-187.07
33;16:00;110037.89;0.0;0.0;0.0;-55.02
34;16:30;110039.64;0.0;0.0;0.0;-55.02
35;17:00;110039.83;0.0;0.0;0.0;654.74
36;17:30;110038.36;0.0;0.0;0.0;654.73
37;18:00;110039.02;0.0;0.0;0.0;539.19
38;18:30;110039.3;0.0;0.0;0.0;539.19
39;19:00;110038.36;0.0;0.0;0.0;731.76
40;19:30;110038.31;0.0;0.0;0.0;731.75
41;20:00;107491.49;0.0;0.0;0.0;429.97
42;20:30;124676.44;0.0;0.0;0.0;498.71
43;21:00;117089.3;0.0;0.0;0.0;450.79
44;21:30;112389.53;0.0;0.0;0.0;432.7
45;22:00;40687.4;0.0;0.0;0.0;174.96
46;22:30;56098.48;0.0;0.0;0.0;241.22
47;23:00;110038.98;0.0;0.0;0.0;-198.07
48;23:30;110038.43;0.0;0.0;0.0;-198.07
