timeslot;time of day;simulationResult_electricalLoad_combined;simulationResult_RESGeneration_combined;simulationResult_PVGeneration_combined;simulationResult_SurplusEnergy_combined;simulationResult_costs_combined
1;00:00;78009.69;0.0;0.0;0.0;390.05
2;00:30;100785.83;0.0;0.0;0.0;503.93
3;01:00;21934.05;0.0;0.0;0.0;130.51
4;01:30;22349.46;0.0;0.0;0.0;132.98
5;02:00;120068.19;0.0;0.0;0.0;576.33
6;02:30;120068.1;0.0;0.0;0.0;576.33
7;03:00;120067.11;0.0;0.0;0.0;468.26
8;03:30;120068.34;0.0;0.0;0.0;468.27
9;04:00;120066.92;0.0;0.0;0.0;522.29
10;04:30;120066.58;0.0;0.0;0.0;522.29
11;05:00;120067.68;0.0;0.0;0.0;540.3
12;05:30;120067.26;0.0;0.0;0.0;540.3
13;06:00;112260.02;0.0;0.0;0.0;1038.41
14;06:30;120068.38;0.0;0.0;0.0;1110.63
15;07:00;59256.53;0.0;0.0;0.0;965.88
16;07:30;50757.17;0.0;0.0;0.0;827.34
17;08:00;120067.5;0.0;0.0;0.0;1704.96
18;08:30;120068.04;0.0;0.0;0.0;1704.97
19;09:00;120067.13;0.0;0.0;0.0;1602.9
20;09:30;120068.58;0.0;0.0;0.0;1602.92
21;10:00;120065.95;0.0;0.0;0.0;1614.89
22;10:30;120068.98;0.0;0.0;0.0;1614.93
23;11:00;71178.95;0.0;0.0;0.0;1071.24
24;11:30;77904.83;0.0;0.0;0.0;1172.47
25;12:00;120068.61;0.0;0.0;0.0;1771.01
26;12:30;93754.97;0.0;0.0;0.0;1382.89
27;13:00;120069.61;0.0;0.0;0.0;1704.99
28;13:30;120067.22;0.0;0.0;0.0;1704.95
29;14:00;120070.47;0.0;0.0;0.0;1656.97
30;14:30;120067.07;0.0;0.0;0.0;1656.93
31;15:00;120068.58;0.0;0.0;0.0;1674.96
32;15:30;120067.34;0.0;0.0;0.0;1674.94
33;16:00;120068.65;0.0;0.0;0.0;1710.98
34;16:30;120068.31;0.0;0.0;0.0;1710.97
35;17:00;58025.33;0.0;0.0;0.0;925.5
36;17:30;57688.93;0.0;0.0;0.0;920.14
37;18:00;62943.42;0.0;0.0;0.0;981.92
38;18:30;64127.32;0.0;0.0;0.0;1000.39
39;19:00;69080.33;0.0;0.0;0.0;1101.83
40;19:30;79844.62;0.0;0.0;0.0;1273.52
41;20:00;118736.07;0.0;0.0;0.0;1691.99
42;20:30;117655.51;0.0;0.0;0.0;1676.59
43;21:00;122068.95;0.0;0.0;0.0;1531.97
44;21:30;111797.57;0.0;0.0;0.0;1403.06
45;22:00;77612.95;0.0;0.0;0.0;776.13
46;22:30;57218.0;0.0;0.0;0.0;572.18
47;23:00;79361.75;0.0;0.0;0.0;519.82
48;23:30;65650.53;0.0;0.0;0.0;430.01
