timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;0.2;21.58;132.49;0.0;0.0;920.87;-920.87;-0.69;2165.8;0.0;320.9;0.0;-2.0;-1.5;4.08;1.38;0.0;0.0
2;00:30;0.0;0.0;21.43;132.06;0.0;0.0;183.85;-183.85;-0.14;1937.6;0.0;183.9;0.07;-2.0;-1.5;4.08;1.38;0.0;0.0
3;01:00;0.0;0.0;21.28;131.63;0.0;0.0;112.28;-112.28;-0.21;1862.0;0.0;112.3;0.22;-2.05;-3.7;4.07;1.37;0.0;0.0
4;01:30;1.0;0.0;22.06;131.2;0.0;0.0;3116.22;-3116.22;-5.77;1915.4;0.0;116.2;0.0;-2.15;-3.7;4.05;1.35;0.0;0.0
5;02:00;0.2;0.0;22.08;130.77;0.0;0.0;717.29;-717.29;-2.04;2133.7;0.0;117.3;0.0;-2.3;-5.7;4.03;1.33;0.0;0.0
6;02:30;0.2;0.0;22.07;130.34;0.0;0.0;711.46;-711.46;-2.03;2470.5;0.0;111.5;0.0;-2.5;-5.7;3.99;1.29;0.0;0.0
7;03:00;0.47;0.0;22.28;129.91;0.0;0.0;1529.11;-1529.11;-5.12;2869.2;0.0;115.5;0.0;-2.72;-6.7;3.95;1.25;0.0;0.0
8;03:30;0.47;0.0;22.44;129.48;0.0;0.0;1539.33;-1539.33;-5.16;3345.6;0.0;125.7;0.0;-2.97;-6.7;3.91;1.21;0.0;0.0
9;04:00;0.2;0.0;22.34;129.05;0.0;0.0;739.79;-739.79;-2.11;3541.3;0.0;139.8;0.0;-3.24;-5.7;3.86;1.16;0.0;0.0
10;04:30;0.32;0.0;22.34;128.62;0.0;0.0;1112.45;-1112.45;-3.17;3575.4;0.0;160.2;0.0;-3.54;-5.7;3.8;1.1;0.0;0.0
11;05:00;0.32;0.0;22.34;128.19;0.0;0.0;1287.85;-1287.85;-1.48;3569.3;0.0;325.7;0.0;-3.8;-2.3;3.76;1.06;0.0;0.0
12;05:30;0.32;0.0;22.34;127.76;0.0;0.0;1600.04;-1600.04;-1.84;3502.0;0.0;646.7;0.0;-4.0;-2.3;3.72;1.02;0.0;0.0
13;06:00;0.34;0.0;22.34;127.32;0.0;0.0;1930.78;-1930.78;-25.68;3726.3;0.0;903.6;0.0;-4.27;-26.6;3.67;1.0;0.0;0.0
14;06:30;0.41;0.0;22.34;126.89;0.0;0.0;2321.26;-2321.26;-30.87;4341.8;0.0;1105.6;0.0;-4.62;-26.6;3.61;1.0;0.0;0.0
15;07:00;0.49;0.0;22.38;116.79;0.0;0.0;2507.39;-2507.39;-23.19;4679.2;1011.5;1051.5;0.0;-4.87;-18.5;3.56;1.0;0.0;0.0
16;07:30;0.46;0.0;22.38;116.36;0.0;0.0;2083.86;-2083.86;-19.28;4867.2;0.0;694.7;0.0;-5.02;-18.5;3.54;1.0;0.0;0.0
17;08:00;0.52;0.0;22.38;115.93;0.0;0.0;2033.22;-2033.22;-8.64;5372.5;0.0;475.8;0.0;-5.34;-8.5;3.48;1.0;0.0;0.0
18;08:30;0.61;0.0;22.38;115.49;0.0;0.0;2221.93;-2221.93;-9.44;6138.6;0.0;397.0;0.0;-5.84;-8.5;3.39;1.0;0.0;0.0
19;09:00;0.68;0.0;22.38;115.06;0.0;0.0;2346.35;-2346.35;-0.12;6781.8;0.0;311.6;0.0;-6.03;-0.1;3.36;1.0;0.0;0.0
20;09:30;0.71;0.0;22.38;114.63;0.0;0.0;2330.89;-2330.89;-0.12;7118.7;0.0;212.7;0.0;-5.88;-0.1;3.38;1.0;0.0;0.0
21;10:00;0.68;0.0;22.38;114.2;0.0;0.0;2321.54;-2321.54;4.64;6926.8;0.0;286.8;0.0;-5.63;4.0;3.43;1.0;0.0;0.0
22;10:30;0.59;0.0;22.38;112.25;0.0;0.0;2301.03;-2301.03;4.6;6079.1;159.2;546.0;0.0;-5.28;4.0;3.49;1.0;0.0;0.0
23;11:00;0.54;0.0;22.38;111.82;0.0;0.0;2226.34;-2226.34;9.24;5688.0;0.0;608.6;0.0;-4.98;8.3;3.54;1.0;0.0;0.0
24;11:30;0.54;0.0;22.38;111.39;0.0;0.0;2080.78;-2080.78;8.64;5798.2;0.0;452.6;0.0;-4.73;8.3;3.59;1.0;0.0;0.0
25;12:00;0.0;1.0;21.96;102.07;0.0;0.0;3320.0;-3320.0;11.79;5476.6;3928.7;320.0;0.0;-4.58;7.1;3.62;1.0;0.0;0.0
26;12:30;1.0;0.0;22.4;99.83;0.0;0.0;3211.6;-3211.6;11.4;4976.9;189.1;211.6;0.0;-4.53;7.1;3.63;1.0;0.0;0.0
27;13:00;0.42;0.0;22.4;99.4;0.0;0.0;1672.51;-1672.51;-1.42;4588.7;0.0;399.1;0.0;-4.45;-1.7;3.64;1.0;0.0;0.0
28;13:30;0.38;0.0;22.4;98.97;0.0;0.0;2036.99;-2036.99;-1.73;4128.2;0.0;895.7;0.0;-4.35;-1.7;3.66;1.0;0.0;0.0
29;14:00;0.37;0.0;22.4;98.54;0.0;0.0;2312.65;-2312.65;-1.97;4032.2;0.0;1203.1;0.0;-4.25;-1.7;3.67;1.0;0.0;0.0
30;14:30;0.38;0.0;22.4;98.11;0.0;0.0;2412.05;-2412.05;-2.05;4141.6;0.0;1278.3;0.0;-4.15;-1.7;3.69;1.0;0.0;0.0
31;15:00;0.39;0.0;22.4;97.68;0.0;0.0;2316.2;-2316.2;-3.94;4283.4;0.0;1148.4;0.0;-4.08;-3.4;3.71;1.01;0.0;0.0
32;15:30;0.4;0.0;22.4;97.25;0.0;0.0;1983.59;-1983.59;-3.37;4403.4;0.0;786.3;0.0;-4.03;-3.4;3.72;1.02;0.0;0.0
33;16:00;0.39;0.0;22.4;96.82;0.0;0.0;1768.85;-1768.85;-0.88;4335.4;0.0;594.1;0.0;-3.95;-1.0;3.73;1.03;0.0;0.0
34;16:30;0.37;0.0;22.4;96.39;0.0;0.0;1689.89;-1689.89;-0.84;4065.4;0.0;592.8;0.0;-3.85;-1.0;3.75;1.05;0.0;0.0
35;17:00;0.36;0.0;22.4;95.96;0.0;0.0;1630.51;-1630.51;9.7;4008.5;0.0;551.3;0.0;-3.8;11.9;3.76;1.06;0.0;0.0
36;17:30;0.4;0.0;22.4;95.53;0.0;0.0;1648.45;-1648.45;9.81;4416.0;0.0;460.8;0.0;-3.8;11.9;3.76;1.06;0.0;0.0
37;18:00;0.36;0.0;22.37;94.06;0.0;0.0;1595.95;-1595.95;7.82;4384.3;108.6;528.6;0.0;-3.87;9.8;3.74;1.04;0.0;0.0
38;18:30;0.36;0.0;22.37;93.63;0.0;0.0;1852.4;-1852.4;9.08;3999.3;0.0;764.0;0.0;-4.02;9.8;3.72;1.02;0.0;0.0
39;19:00;0.37;0.0;22.37;93.2;0.0;0.0;2027.63;-2027.63;13.48;4051.4;0.0;931.4;0.0;-3.91;13.3;3.74;1.04;0.0;0.0
40;19:30;0.41;0.0;22.37;92.77;0.0;0.0;2267.28;-2267.28;15.08;4616.5;0.0;1043.4;0.0;-3.51;13.3;3.81;1.11;0.0;0.0
41;20:00;0.42;0.0;22.37;92.34;0.0;0.0;2191.53;-2191.53;8.77;4842.6;0.0;937.7;0.0;-3.01;8.0;3.9;1.2;0.0;0.0
42;20:30;0.38;0.0;22.37;90.91;0.0;0.0;1771.35;-1771.35;7.09;4534.8;104.3;628.2;0.0;-2.41;8.0;4.01;1.31;0.0;0.0
43;21:00;0.35;0.0;22.37;90.48;0.0;0.0;1553.82;-1553.82;5.98;4233.6;0.0;511.6;0.0;-1.86;7.7;4.11;1.41;0.0;0.0
44;21:30;0.31;0.0;22.37;90.05;0.0;0.0;1507.7;-1507.7;5.8;3805.1;0.0;590.0;0.0;-1.36;7.7;4.2;1.5;0.0;0.0
45;22:00;0.0;0.0;22.09;89.62;0.0;0.0;624.13;-624.13;2.68;3595.9;0.0;624.1;0.0;-0.98;8.6;4.26;1.56;0.0;0.0
46;22:30;0.0;0.0;21.82;89.19;0.0;0.0;595.04;-595.04;2.56;3557.1;0.0;595.0;0.0;-0.73;8.6;4.31;1.61;0.0;0.0
47;23:00;0.24;0.0;21.82;88.76;0.0;0.0;1190.98;-1190.98;-2.14;3093.4;0.0;470.1;0.0;-0.48;-3.6;4.35;1.65;0.0;0.0
48;23:30;0.2;0.0;21.84;88.33;0.0;0.0;849.99;-849.99;-1.53;2234.2;0.0;250.0;8.34;-0.23;-3.6;4.4;1.7;0.0;0.0
