timeslot;time of day;simulationResult_electricalLoad_combined;simulationResult_RESGeneration_combined;simulationResult_PVGeneration_combined;simulationResult_SurplusEnergy_combined;simulationResult_costs_combined
1;00:00;104805.09;0.0;0.0;0.0;524.03
2;00:30;104805.64;0.0;0.0;0.0;524.03
3;01:00;59158.35;0.0;0.0;0.0;351.99
4;01:30;75932.16;0.0;0.0;0.0;451.8
5;02:00;104805.99;0.0;0.0;0.0;503.07
6;02:30;104805.3;0.0;0.0;0.0;503.07
7;03:00;104805.51;0.0;0.0;0.0;408.74
8;03:30;104806.14;0.0;0.0;0.0;408.74
9;04:00;104804.61;0.0;0.0;0.0;455.9
10;04:30;104804.08;0.0;0.0;0.0;455.9
11;05:00;104804.88;0.0;0.0;0.0;471.62
12;05:30;104804.46;0.0;0.0;0.0;471.62
13;06:00;104806.52;0.0;0.0;0.0;969.46
14;06:30;104804.98;0.0;0.0;0.0;969.45
15;07:00;74256.53;0.0;0.0;0.0;1210.38
16;07:30;65757.17;0.0;0.0;0.0;1071.84
17;08:00;104805.0;0.0;0.0;0.0;1488.23
18;08:30;104805.54;0.0;0.0;0.0;1488.24
19;09:00;104804.33;0.0;0.0;0.0;1399.14
20;09:30;104804.28;0.0;0.0;0.0;1399.14
21;10:00;104804.35;0.0;0.0;0.0;1409.62
22;10:30;104806.18;0.0;0.0;0.0;1409.64
23;11:00;104804.45;0.0;0.0;0.0;1577.31
24;11:30;104804.63;0.0;0.0;0.0;1577.31
25;12:00;104806.11;0.0;0.0;0.0;1545.89
26;12:30;104804.27;0.0;0.0;0.0;1545.86
27;13:00;104804.41;0.0;0.0;0.0;1488.22
28;13:30;104804.12;0.0;0.0;0.0;1488.22
29;14:00;104804.37;0.0;0.0;0.0;1446.3
30;14:30;104804.57;0.0;0.0;0.0;1446.3
31;15:00;104805.48;0.0;0.0;0.0;1462.04
32;15:30;104804.84;0.0;0.0;0.0;1462.03
33;16:00;104804.05;0.0;0.0;0.0;1493.46
34;16:30;104804.91;0.0;0.0;0.0;1493.47
35;17:00;104804.33;0.0;0.0;0.0;1671.63
36;17:30;86410.03;0.0;0.0;0.0;1378.24
37;18:00;104805.12;0.0;0.0;0.0;1634.96
38;18:30;104805.52;0.0;0.0;0.0;1634.97
39;19:00;72080.33;0.0;0.0;0.0;1149.68
40;19:30;74237.32;0.0;0.0;0.0;1184.09
41;20:00;104804.67;0.0;0.0;0.0;1493.47
42;20:30;128669.11;0.0;0.0;0.0;1833.53
43;21:00;130656.15;0.0;0.0;0.0;1639.73
44;21:30;104058.47;0.0;0.0;0.0;1305.93
45;22:00;107154.55;0.0;0.0;0.0;1071.55
46;22:30;29618.0;0.0;0.0;0.0;296.18
47;23:00;98271.05;0.0;0.0;0.0;643.68
48;23:30;43421.43;0.0;0.0;0.0;284.41
