timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
1;00:00;0.0;0.2;21.52;133.42;0.0;0.0;718.93;-718.93;3.59;0.0;0.0;0.0;0.0;-1.1;10.0;4.24;1.54
2;00:30;0.0;0.0;21.28;132.99;0.0;0.0;133.92;-133.92;0.67;0.0;0.0;0.0;0.22;-1.1;10.0;4.24;1.54
3;01:00;1.0;0.0;22.02;132.56;0.0;0.0;3132.19;-3132.19;18.64;0.0;0.0;0.0;0.0;-1.1;11.9;4.24;1.54
4;01:30;0.2;0.0;21.98;132.13;0.0;0.0;715.16;-715.16;4.26;0.0;0.0;0.0;0.0;-1.1;11.9;4.24;1.54
5;02:00;0.2;0.0;21.94;131.7;0.0;0.0;713.44;-713.44;3.42;0.0;0.0;0.0;0.0;-1.15;9.6;4.23;1.53
6;02:30;0.27;0.0;21.94;131.27;0.0;0.0;950.33;-950.33;4.56;0.0;0.0;0.0;0.0;-1.25;9.6;4.22;1.52
7;03:00;0.28;0.0;21.94;130.84;0.0;0.0;965.57;-965.57;3.77;0.0;0.0;0.0;0.0;-1.28;7.8;4.21;1.51
8;03:30;0.24;0.0;21.94;130.41;0.0;0.0;855.81;-855.81;3.34;0.0;0.0;0.0;0.0;-1.23;7.8;4.22;1.52
9;04:00;0.24;0.0;21.94;129.98;0.0;0.0;1266.21;-1266.21;5.51;0.0;0.0;0.0;0.0;-1.18;8.7;4.23;1.53
10;04:30;0.28;0.0;21.94;129.55;0.0;0.0;2205.57;-2205.57;9.59;0.0;0.0;0.0;0.0;-1.13;8.7;4.24;1.54
11;05:00;0.31;0.0;21.94;129.12;0.0;0.0;2603.02;-2603.02;11.71;0.0;0.0;0.0;0.0;-1.05;9.0;4.25;1.55
12;05:30;0.34;0.0;21.94;128.69;0.0;0.0;2457.66;-2457.66;11.06;0.0;0.0;0.0;0.0;-0.95;9.0;4.27;1.57
13;06:00;0.34;0.0;21.94;128.25;0.0;0.0;2105.32;-2105.32;19.47;0.0;0.0;0.0;0.0;-0.88;18.5;4.28;1.58
14;06:30;0.32;0.0;21.94;127.82;0.0;0.0;1629.54;-1629.54;15.07;0.0;0.0;0.0;0.0;-0.83;18.5;4.29;1.59
15;07:00;0.35;0.0;21.94;85.84;0.0;0.0;1548.85;-1548.85;25.25;0.0;0.0;0.0;0.0;-0.8;32.6;4.3;1.6
16;07:30;0.42;0.0;21.94;82.84;0.0;0.0;1864.56;-1864.56;30.39;0.0;0.0;0.0;0.0;-0.8;32.6;4.3;1.6
17;08:00;0.42;0.0;21.94;82.41;0.0;0.0;2018.51;-2018.51;28.66;0.0;0.0;0.0;0.0;-0.78;28.4;4.3;1.6
18;08:30;0.34;0.0;21.94;81.97;0.0;0.0;1989.1;-1989.1;28.25;0.0;0.0;0.0;0.0;-0.73;28.4;4.31;1.61
19;09:00;0.3;0.0;21.94;81.54;0.0;0.0;1880.12;-1880.12;25.1;0.0;0.0;0.0;0.0;-0.68;26.7;4.32;1.62
20;09:30;0.3;0.0;21.94;81.11;0.0;0.0;1668.68;-1668.68;22.28;0.0;0.0;0.0;0.0;-0.63;26.7;4.33;1.63
21;10:00;0.3;0.0;21.94;80.68;0.0;0.0;1835.25;-1835.25;24.68;0.0;0.0;0.0;0.0;-0.58;26.9;4.34;1.64
22;10:30;0.31;0.0;21.94;80.25;0.0;0.0;2397.62;-2397.62;32.25;0.0;0.0;0.0;0.0;-0.53;26.9;4.35;1.65
