timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
1;00:00;0.0;0.2;21.6;133.42;0.0;0.0;729.12;-729.12;3.65;0.0;0.0;0.0;0.0;-1.1;10.0;4.24;1.54
2;00:30;0.0;0.0;21.43;132.99;0.0;0.0;121.82;-121.82;0.61;0.0;0.0;0.0;0.07;-1.1;10.0;4.24;1.54
3;01:00;0.0;0.0;21.24;132.56;0.0;0.0;123.58;-123.58;0.74;0.0;0.0;0.0;0.26;-1.1;11.9;4.24;1.54
4;01:30;1.0;0.0;22.02;132.13;0.0;0.0;3133.88;-3133.88;18.65;0.0;0.0;0.0;0.0;-1.1;11.9;4.24;1.54
5;02:00;0.2;0.0;22.01;131.7;0.0;0.0;734.85;-734.85;3.53;0.0;0.0;0.0;0.0;-1.15;9.6;4.23;1.53
6;02:30;0.2;0.0;21.97;131.27;0.0;0.0;727.68;-727.68;3.49;0.0;0.0;0.0;0.0;-1.25;9.6;4.22;1.52
7;03:00;0.2;0.0;21.94;130.84;0.0;0.0;717.66;-717.66;2.8;0.0;0.0;0.0;0.0;-1.28;7.8;4.21;1.51
8;03:30;0.22;0.0;21.94;130.41;0.0;0.0;776.28;-776.28;3.03;0.0;0.0;0.0;0.0;-1.23;7.8;4.22;1.52
9;04:00;0.24;0.0;21.94;129.98;0.0;0.0;814.36;-814.36;3.54;0.0;0.0;0.0;0.0;-1.18;8.7;4.23;1.53
10;04:30;0.27;0.0;21.94;129.55;0.0;0.0;912.39;-912.39;3.97;0.0;0.0;0.0;0.0;-1.13;8.7;4.24;1.54
11;05:00;0.27;0.0;21.94;129.12;0.0;0.0;939.25;-939.25;4.23;0.0;0.0;0.0;0.0;-1.05;9.0;4.25;1.55
12;05:30;0.24;0.0;21.94;128.69;0.0;0.0;863.8;-863.8;3.89;0.0;0.0;0.0;0.0;-0.95;9.0;4.27;1.57
13;06:00;0.24;0.0;21.94;128.25;0.0;0.0;1209.46;-1209.46;11.19;0.0;0.0;0.0;0.0;-0.88;18.5;4.28;1.58
14;06:30;0.28;0.0;21.94;127.82;0.0;0.0;2020.06;-2020.06;18.69;0.0;0.0;0.0;0.0;-0.83;18.5;4.29;1.59
15;07:00;0.33;0.0;21.94;125.57;0.0;0.0;2490.46;-2490.46;40.59;0.0;0.0;0.0;0.0;-0.8;32.6;4.3;1.6
16;07:30;0.0;1.0;21.55;86.43;0.0;0.0;4411.59;-4411.59;71.91;0.0;0.0;0.0;0.0;-0.8;32.6;4.3;1.6
17;08:00;1.0;0.0;22.13;86.0;0.0;0.0;4146.69;-4146.69;58.88;0.0;0.0;0.0;0.0;-0.78;28.4;4.3;1.6
18;08:30;0.2;0.0;21.96;85.57;0.0;0.0;1296.42;-1296.42;18.41;0.0;0.0;0.0;0.0;-0.73;28.4;4.31;1.61
19;09:00;0.2;0.0;21.77;85.14;0.0;0.0;1053.31;-1053.31;14.06;0.0;0.0;0.0;0.0;-0.68;26.7;4.32;1.62
20;09:30;0.43;0.0;21.77;84.71;0.0;0.0;1714.52;-1714.52;22.89;0.0;0.0;0.0;0.0;-0.63;26.7;4.33;1.63
21;10:00;0.44;0.0;21.77;84.28;0.0;0.0;1906.39;-1906.39;25.64;0.0;0.0;0.0;0.0;-0.58;26.9;4.34;1.64
22;10:30;0.42;0.0;21.77;83.85;0.0;0.0;2208.12;-2208.12;29.7;0.0;0.0;0.0;0.0;-0.53;26.9;4.35;1.65
23;11:00;0.4;0.0;21.77;83.42;0.0;0.0;2182.89;-2182.89;32.85;0.0;0.0;0.0;0.0;-0.5;30.1;4.35;1.65
24;11:30;0.0;1.0;21.4;90.48;0.0;0.0;3666.23;-3666.23;55.18;0.0;0.0;0.0;0.1;-0.5;30.1;4.35;1.65
25;12:00;1.0;0.0;22.06;89.35;0.0;0.0;3911.8;-3911.8;57.7;0.0;0.0;0.0;0.0;-0.52;29.5;4.35;1.65
26;12:30;0.2;0.0;21.97;85.9;0.0;0.0;2302.95;-2302.95;33.97;0.0;0.0;0.0;0.0;-0.57;29.5;4.34;1.64
27;13:00;0.2;0.0;21.89;85.47;0.0;0.0;2317.31;-2317.31;32.91;0.0;0.0;0.0;0.0;-0.65;28.4;4.32;1.62
28;13:30;0.29;0.0;21.89;85.03;0.0;0.0;1739.97;-1739.97;24.71;0.0;0.0;0.0;0.0;-0.75;28.4;4.31;1.61
29;14:00;0.31;0.0;21.89;84.6;0.0;0.0;1459.54;-1459.54;20.14;0.0;0.0;0.0;0.0;-0.85;27.6;4.29;1.59
30;14:30;0.32;0.0;21.89;84.17;0.0;0.0;1730.27;-1730.27;23.88;0.0;0.0;0.0;0.0;-0.95;27.6;4.27;1.57
31;15:00;0.35;0.0;21.89;83.74;0.0;0.0;1932.85;-1932.85;26.96;0.0;0.0;0.0;0.0;-0.98;27.9;4.26;1.56
32;15:30;0.38;0.0;21.89;83.31;0.0;0.0;2053.61;-2053.61;28.65;0.0;0.0;0.0;0.0;-0.93;27.9;4.27;1.57
33;16:00;0.41;0.0;21.89;82.88;0.0;0.0;1956.8;-1956.8;27.88;0.0;0.0;0.0;0.0;-0.95;28.5;4.27;1.57
34;16:30;0.41;0.0;21.89;82.45;0.0;0.0;1631.65;-1631.65;23.25;0.0;0.0;0.0;0.0;-1.05;28.5;4.25;1.55
35;17:00;0.38;0.0;21.89;82.02;0.0;0.0;1613.48;-1613.48;25.74;0.0;0.0;0.0;0.0;-1.15;31.9;4.23;1.53
36;17:30;0.33;0.0;21.89;81.59;0.0;0.0;1933.33;-1933.33;30.84;0.0;0.0;0.0;0.0;-1.25;31.9;4.22;1.52
37;18:00;0.3;0.0;21.89;81.16;0.0;0.0;1954.78;-1954.78;30.49;0.0;0.0;0.0;0.0;-1.32;31.2;4.2;1.5
38;18:30;0.3;0.0;21.89;80.73;0.0;0.0;1640.45;-1640.45;25.59;0.0;0.0;0.0;0.0;-1.37;31.2;4.19;1.49
39;19:00;0.31;0.0;21.89;80.3;0.0;0.0;1499.76;-1499.76;23.92;0.0;0.0;0.0;0.0;-1.38;31.9;4.19;1.49
40;19:30;0.0;1.0;21.58;120.18;0.0;0.0;3560.34;-3560.34;56.79;0.0;0.0;0.0;0.0;-1.33;31.9;4.2;1.5
41;20:00;0.0;0.0;21.29;119.75;0.0;0.0;608.76;-608.76;8.67;0.0;0.0;0.0;0.21;-1.32;28.5;4.2;1.5
42;20:30;1.0;0.0;22.02;118.32;0.0;0.0;3717.55;-3717.55;52.98;0.0;0.0;0.0;0.0;-1.37;28.5;4.19;1.49
43;21:00;0.2;0.0;22.0;117.89;0.0;0.0;1351.21;-1351.21;16.96;0.0;0.0;0.0;0.0;-1.4;25.1;4.19;1.49
44;21:30;0.2;0.0;21.94;115.97;0.0;0.0;1325.39;-1325.39;16.63;0.0;0.0;0.0;0.0;-1.4;25.1;4.19;1.49
45;22:00;0.28;0.0;21.94;115.54;0.0;0.0;1452.62;-1452.62;14.53;0.0;0.0;0.0;0.0;-1.47;20.0;4.17;1.47
46;22:30;0.26;0.0;21.94;115.11;0.0;0.0;1235.05;-1235.05;12.35;0.0;0.0;0.0;0.0;-1.62;20.0;4.15;1.45
47;23:00;0.23;0.0;21.94;114.68;0.0;0.0;990.34;-990.34;6.49;0.0;0.0;0.0;0.0;-1.75;13.1;4.13;1.43
48;23:30;0.2;0.0;21.96;114.25;0.0;0.0;786.39;-786.39;5.15;2107.6;0.0;186.4;0.0;-1.85;13.1;4.11;1.41
