timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;chargingPowerEV;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_SOCofEV;simulationResult_energyLevelOfEV;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];Availability of the EV;Energy Consumption of the EV;thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
14;06:30;0.33;0.0;0.0;21.93;127.82;43.49;26.09;0.0;0.0;1652.1;-1652.1;15.28;4197.3;0.0;663.5;1.0;0.0;0.0;-0.83;18.5;4.29;1.59
15;07:00;0.36;0.0;0.0;21.93;81.74;43.49;26.09;0.0;0.0;1557.55;-1557.55;25.39;4532.5;4772.0;492.0;1.0;0.0;0.0;-0.8;32.6;4.3;1.6
16;07:30;0.0;1.0;0.0;21.5;124.59;43.49;26.09;0.0;0.0;3595.7;-3595.7;58.61;5462.9;263.6;595.7;1.0;0.0;0.0;-0.8;32.6;4.3;1.6
17;08:00;1.0;0.0;0.0;22.07;124.16;43.49;26.09;0.0;0.0;3752.58;-3752.58;53.29;5445.4;0.0;752.6;1.0;0.0;0.0;-0.78;28.4;4.3;1.6
18;08:30;0.2;0.0;0.0;21.93;123.73;42.52;25.51;0.0;0.0;1566.32;-1566.32;22.24;4414.6;0.0;966.3;0.0;2088770.0534759362;0.0;-0.73;28.4;4.31;1.61
19;09:00;0.3;0.0;0.0;21.93;123.3;41.55;24.93;0.0;0.0;1886.55;-1886.55;25.19;3871.1;0.0;979.7;0.0;2088770.0534759362;0.0;-0.68;26.7;4.32;1.62
20;09:30;0.3;0.0;0.0;21.93;122.87;40.58;24.35;0.0;0.0;1678.63;-1678.63;22.41;3848.4;0.0;778.9;0.0;2088770.0534759362;0.0;-0.63;26.7;4.33;1.63
21;10:00;0.3;0.0;0.0;21.93;122.44;39.62;23.77;0.0;0.0;1846.41;-1846.41;24.83;3914.4;0.0;933.3;0.0;2088770.0534759362;0.0;-0.58;26.9;4.34;1.64
22;10:30;0.32;0.0;0.0;21.93;122.01;38.65;23.19;0.0;0.0;2415.64;-2415.64;32.49;4075.2;0.0;1467.5;0.0;2088770.0534759362;0.0;-0.53;26.9;4.35;1.65
23;11:00;0.32;0.0;0.0;21.93;119.96;37.68;22.61;0.0;0.0;2410.47;-2410.47;36.28;4077.5;169.3;1462.8;0.0;2088770.0534759362;0.0;-0.5;30.1;4.35;1.65
24;11:30;0.3;0.0;0.0;21.93;119.11;36.72;22.03;0.0;0.0;1791.39;-1791.39;26.96;3910.3;43.6;882.1;0.0;2088770.0534759362;0.0;-0.5;30.1;4.35;1.65
25;12:00;0.3;0.0;0.0;21.93;118.68;35.75;21.45;0.0;0.0;1542.8;-1542.8;22.76;3875.6;0.0;640.6;0.0;2088770.0534759362;0.0;-0.52;29.5;4.35;1.65
26;12:30;0.0;1.0;0.0;21.62;125.21;34.78;20.87;0.0;0.0;3761.57;-3761.57;55.48;3982.7;4182.2;761.6;0.0;2088770.0534759362;0.0;-0.57;29.5;4.34;1.64
27;13:00;0.0;0.0;0.0;21.3;124.78;33.82;20.29;0.0;0.0;794.17;-794.17;11.28;4177.1;0.0;794.2;0.0;2088770.0534759362;0.2;-0.65;28.4;4.32;1.62
28;13:30;1.0;0.0;0.0;21.94;124.35;32.85;19.71;0.0;0.0;3732.28;-3732.28;53.0;4464.8;0.0;732.3;0.0;2088770.0534759362;0.0;-0.75;28.4;4.31;1.61
29;14:00;0.34;0.0;0.0;21.94;123.92;31.88;19.13;0.0;0.0;1618.94;-1618.94;22.34;4386.5;0.0;585.3;0.0;2088770.0534759362;0.0;-0.85;27.6;4.29;1.59
30;14:30;0.31;0.0;0.0;21.94;123.49;30.91;18.55;0.0;0.0;1275.36;-1275.36;17.6;3916.9;0.0;347.4;0.0;2088770.0534759362;0.0;-0.95;27.6;4.27;1.57
31;15:00;0.28;0.0;0.0;21.94;123.06;29.95;17.97;0.0;0.0;1292.38;-1292.38;18.03;3545.5;0.0;450.4;0.0;2088770.0534759362;0.0;-0.98;27.9;4.26;1.56
32;15:30;0.26;0.0;0.0;21.94;122.63;28.98;17.39;0.0;0.0;1695.77;-1695.77;23.66;3279.3;0.0;917.9;0.0;2088770.0534759362;0.0;-0.93;27.9;4.27;1.57
33;16:00;0.25;0.0;0.0;21.94;122.2;28.01;16.81;0.0;0.0;1797.52;-1797.52;25.61;3194.6;0.0;1038.7;0.0;2088770.0534759362;0.0;-0.95;28.5;4.27;1.57
34;16:30;0.26;0.0;0.0;21.94;121.77;27.05;16.23;0.0;0.0;1576.77;-1576.77;22.47;3304.1;0.0;789.0;0.0;2088770.0534759362;0.0;-1.05;28.5;4.25;1.55
35;17:00;0.27;0.0;4700.0;21.94;121.34;30.53;18.32;0.0;0.0;6127.29;-6127.29;97.73;3356.2;0.0;623.9;1.0;0.0;0.0;-1.15;31.9;4.23;1.53
36;17:30;0.27;0.0;4700.0;21.94;120.91;34.02;20.41;0.0;0.0;6053.8;-6053.8;96.56;3347.0;0.0;549.1;1.0;0.0;0.0;-1.25;31.9;4.22;1.52
37;18:00;0.26;0.0;4700.0;21.94;120.48;37.5;22.5;0.0;0.0;6043.54;-6043.54;94.28;3196.0;0.0;572.2;1.0;0.0;0.0;-1.32;31.2;4.2;1.5
38;18:30;0.23;0.0;4700.0;21.94;120.05;40.99;24.59;0.0;0.0;6100.63;-6100.63;95.17;2893.5;0.0;699.8;1.0;0.0;0.0;-1.37;31.2;4.19;1.49
39;19:00;0.23;0.0;0.0;21.94;116.8;40.99;24.59;0.0;0.0;1466.15;-1466.15;23.39;2875.9;295.0;769.4;1.0;0.0;0.0;-1.38;31.9;4.19;1.49
40;19:30;0.0;1.0;0.0;21.69;121.38;40.99;24.59;0.0;0.0;3777.23;-3777.23;60.25;3162.7;3979.7;777.2;1.0;0.0;0.0;-1.33;31.9;4.2;1.5
41;20:00;0.0;0.0;0.0;21.44;119.53;40.99;24.59;0.0;0.0;709.09;-709.09;10.1;3252.5;148.4;709.1;1.0;0.0;0.06;-1.32;28.5;4.2;1.5
42;20:30;1.0;0.0;0.0;22.16;119.1;40.99;24.59;0.0;0.0;3559.8;-3559.8;50.73;3131.7;0.0;559.8;1.0;0.0;0.0;-1.37;28.5;4.19;1.49
43;21:00;0.2;0.0;0.0;22.14;114.75;40.99;24.59;0.0;0.0;993.87;-993.87;12.47;2720.4;410.2;393.9;1.0;0.0;0.0;-1.4;25.1;4.19;1.49
44;21:30;0.0;1.0;0.0;21.99;78.54;40.99;24.59;0.0;0.0;3210.16;-3210.16;40.29;1998.6;8203.8;210.2;1.0;0.0;0.0;-1.4;25.1;4.19;1.49
45;22:00;0.0;1.0;0.0;21.85;120.44;40.99;24.59;0.0;0.0;3126.8;-3126.8;31.27;1655.7;0.0;126.8;1.0;0.0;0.0;-1.47;20.0;4.17;1.47
46;22:30;0.0;0.0;0.0;21.72;120.01;40.99;24.59;0.0;0.0;150.71;-150.71;1.51;1718.0;0.0;150.7;1.0;0.0;0.0;-1.62;20.0;4.15;1.45
47;23:00;0.0;0.0;0.0;21.56;119.58;40.99;24.59;0.0;0.0;155.38;-155.38;1.02;1989.6;0.0;155.4;1.0;0.0;0.0;-1.75;13.1;4.13;1.43
48;23:30;0.0;0.0;0.0;21.37;119.15;40.99;24.59;0.0;0.0;139.51;-139.51;0.91;2485.0;0.0;139.5;1.0;0.0;0.13;-1.85;13.1;4.11;1.41
