timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
1;00:00;0.0;0.2;21.58;133.42;0.0;0.0;743.7;-743.7;3.72;0.0;0.0;0.0;0.0;-1.1;10.0;4.24;1.54
2;00:30;0.0;0.0;21.4;132.99;0.0;0.0;143.11;-143.11;0.72;0.0;0.0;0.0;0.1;-1.1;10.0;4.24;1.54
3;01:00;1.0;0.0;22.16;132.56;0.0;0.0;3144.81;-3144.81;18.71;0.0;0.0;0.0;0.0;-1.1;11.9;4.24;1.54
4;01:30;0.2;0.0;22.1;132.13;0.0;0.0;744.85;-744.85;4.43;0.0;0.0;0.0;0.0;-1.1;11.9;4.24;1.54
5;02:00;0.2;0.0;22.02;131.7;0.0;0.0;744.52;-744.52;3.57;0.0;0.0;0.0;0.0;-1.15;9.6;4.23;1.53
6;02:30;0.2;0.0;21.94;131.27;0.0;0.0;736.92;-736.92;3.54;0.0;0.0;0.0;0.0;-1.25;9.6;4.22;1.52
7;03:00;0.28;0.0;21.94;130.84;0.0;0.0;958.91;-958.91;3.74;0.0;0.0;0.0;0.0;-1.28;7.8;4.21;1.51
8;03:30;0.27;0.0;21.94;130.41;0.0;0.0;932.27;-932.27;3.64;0.0;0.0;0.0;0.0;-1.23;7.8;4.22;1.52
9;04:00;0.27;0.0;21.94;129.98;0.0;0.0;955.18;-955.18;4.16;0.0;0.0;0.0;0.0;-1.18;8.7;4.23;1.53
10;04:30;0.28;0.0;21.94;129.55;0.0;0.0;1027.21;-1027.21;4.47;0.0;0.0;0.0;0.0;-1.13;8.7;4.24;1.54
11;05:00;0.29;0.0;21.94;129.12;0.0;0.0;1458.96;-1458.96;6.57;0.0;0.0;0.0;0.0;-1.05;9.0;4.25;1.55
12;05:30;0.29;0.0;21.94;128.69;0.0;0.0;2242.86;-2242.86;10.09;0.0;0.0;0.0;0.0;-0.95;9.0;4.27;1.57
13;06:00;0.3;0.0;21.94;128.25;0.0;0.0;2690.7;-2690.7;24.89;0.0;0.0;0.0;0.0;-0.88;18.5;4.28;1.58
14;06:30;0.32;0.0;21.94;127.82;0.0;0.0;2770.04;-2770.04;25.62;0.0;0.0;0.0;0.0;-0.83;18.5;4.29;1.59
15;07:00;0.32;0.0;21.94;118.4;0.0;0.0;2499.1;-2499.1;40.74;0.0;0.0;0.0;0.0;-0.8;32.6;4.3;1.6
16;07:30;0.32;0.0;21.94;109.34;0.0;0.0;1840.33;-1840.33;30.0;0.0;0.0;0.0;0.0;-0.8;32.6;4.3;1.6
17;08:00;0.34;0.0;21.94;108.91;0.0;0.0;1546.81;-1546.81;21.96;0.0;0.0;0.0;0.0;-0.78;28.4;4.3;1.6
18;08:30;0.38;0.0;21.94;108.48;0.0;0.0;1655.57;-1655.57;23.51;0.0;0.0;0.0;0.0;-0.73;28.4;4.31;1.61
19;09:00;0.39;0.0;21.94;108.05;0.0;0.0;1887.01;-1887.01;25.19;0.0;0.0;0.0;0.0;-0.68;26.7;4.32;1.62
20;09:30;0.36;0.0;21.94;107.62;0.0;0.0;2218.0;-2218.0;29.61;0.0;0.0;0.0;0.0;-0.63;26.7;4.33;1.63
21;10:00;0.35;0.0;21.94;107.19;0.0;0.0;2240.35;-2240.35;30.13;0.0;0.0;0.0;0.0;-0.58;26.9;4.34;1.64
22;10:30;0.34;0.0;21.94;106.76;0.0;0.0;1855.44;-1855.44;24.96;0.0;0.0;0.0;0.0;-0.53;26.9;4.35;1.65
23;11:00;0.33;0.0;21.94;106.33;0.0;0.0;2036.79;-2036.79;30.65;0.0;0.0;0.0;0.0;-0.5;30.1;4.35;1.65
24;11:30;0.31;0.0;21.94;102.32;0.0;0.0;2795.34;-2795.34;42.07;0.0;0.0;0.0;0.0;-0.5;30.1;4.35;1.65
25;12:00;0.33;0.0;21.94;101.89;0.0;0.0;2854.1;-2854.1;42.1;0.0;0.0;0.0;0.0;-0.52;29.5;4.35;1.65
26;12:30;0.38;0.0;21.94;99.42;0.0;0.0;2204.58;-2204.58;32.52;0.0;0.0;0.0;0.0;-0.57;29.5;4.34;1.64
27;13:00;0.41;0.0;21.94;98.99;0.0;0.0;1952.77;-1952.77;27.73;0.0;0.0;0.0;0.0;-0.65;28.4;4.32;1.62
28;13:30;0.41;0.0;21.94;98.56;0.0;0.0;2143.79;-2143.79;30.44;0.0;0.0;0.0;0.0;-0.75;28.4;4.31;1.61
29;14:00;0.4;0.0;21.94;98.13;0.0;0.0;2168.07;-2168.07;29.92;0.0;0.0;0.0;0.0;-0.85;27.6;4.29;1.59
