timeslot;time of day;simulationResult_electricalLoad_combined;simulationResult_RESGeneration_combined;simulationResult_PVGeneration_combined;simulationResult_SurplusEnergy_combined;simulationResult_costs_combined
1;00:00;16329.65;0.0;0.0;0.0;-12.25
2;00:30;12615.5;0.0;0.0;0.0;-9.46
3;01:00;98547.3;0.0;0.0;0.0;-182.31
4;01:30;155256.33;0.0;0.0;0.0;-287.22
5;02:00;155256.4;0.0;0.0;0.0;-442.48
6;02:30;155257.08;0.0;0.0;0.0;-442.48
7;03:00;155256.74;0.0;0.0;0.0;-520.11
8;03:30;155257.66;0.0;0.0;0.0;-520.11
9;04:00;155256.69;0.0;0.0;0.0;-442.48
10;04:30;155257.42;0.0;0.0;0.0;-442.48
11;05:00;62663.97;0.0;0.0;0.0;-72.06
12;05:30;70450.09;0.0;0.0;0.0;-81.02
13;06:00;155256.21;0.0;0.0;0.0;-2064.91
14;06:30;155257.06;0.0;0.0;0.0;-2064.92
15;07:00;155256.14;0.0;0.0;0.0;-1436.12
16;07:30;155256.6;0.0;0.0;0.0;-1436.12
17;08:00;155257.4;0.0;0.0;0.0;-659.84
18;08:30;155255.82;0.0;0.0;0.0;-659.84
19;09:00;134609.57;0.0;0.0;0.0;-6.73
20;09:30;133304.02;0.0;0.0;0.0;-6.67
21;10:00;95607.18;0.0;0.0;0.0;191.21
22;10:30;155257.82;0.0;0.0;0.0;310.52
23;11:00;34296.37;0.0;0.0;0.0;142.33
24;11:30;37089.26;0.0;0.0;0.0;153.92
25;12:00;42471.6;0.0;0.0;0.0;150.77
26;12:30;54076.79;0.0;0.0;0.0;191.97
27;13:00;155256.61;0.0;0.0;0.0;-131.97
28;13:30;155255.95;0.0;0.0;0.0;-131.97
29;14:00;155257.35;0.0;0.0;0.0;-131.97
30;14:30;155256.57;0.0;0.0;0.0;-131.97
31;15:00;155257.13;0.0;0.0;0.0;-263.94
32;15:30;155256.25;0.0;0.0;0.0;-263.94
33;16:00;155258.39;0.0;0.0;0.0;-77.63
34;16:30;155257.14;0.0;0.0;0.0;-77.63
35;17:00;70297.03;0.0;0.0;0.0;418.27
36;17:30;54466.96;0.0;0.0;0.0;324.08
37;18:00;102311.62;0.0;0.0;0.0;501.33
38;18:30;59876.3;0.0;0.0;0.0;293.39
39;19:00;52299.76;0.0;0.0;0.0;347.79
40;19:30;45707.51;0.0;0.0;0.0;303.95
41;20:00;104750.99;0.0;0.0;0.0;419.0
42;20:30;104591.44;0.0;0.0;0.0;418.37
43;21:00;95198.3;0.0;0.0;0.0;366.51
44;21:30;125488.33;0.0;0.0;0.0;483.13
45;22:00;52737.4;0.0;0.0;0.0;226.77
46;22:30;47156.08;0.0;0.0;0.0;202.77
47;23:00;155256.11;0.0;0.0;0.0;-279.46
48;23:30;155256.65;0.0;0.0;0.0;-279.46
