timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;chargingPowerEV;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_SOCofEV;simulationResult_energyLevelOfEV;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];Availability of the EV;Energy Consumption of the EV;thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;0.2;4700.0;21.57;133.42;43.49;26.09;0.0;0.0;5434.06;-5434.06;27.17;2367.8;0.0;134.1;1.0;0.0;0.0;-1.1;10.0;4.24;1.54;0.0;0.0
2;00:30;0.2;0.0;0.0;21.56;132.99;43.49;26.09;0.0;0.0;733.4;-733.4;3.67;2555.8;0.0;133.4;1.0;0.0;0.0;-1.1;10.0;4.24;1.54;0.0;0.0
3;01:00;1.0;0.0;0.0;22.33;132.56;43.49;26.09;0.0;0.0;3133.58;-3133.58;18.64;2689.3;0.0;133.6;1.0;0.0;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
4;01:30;0.2;0.0;0.0;22.3;132.13;43.49;26.09;0.0;0.0;732.91;-732.91;4.36;2840.1;0.0;132.9;1.0;0.0;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
5;02:00;0.2;0.0;0.0;22.26;131.7;43.49;26.09;0.0;0.0;733.35;-733.35;3.52;2974.9;0.0;133.4;1.0;0.0;0.0;-1.15;9.6;4.23;1.53;0.0;0.0
6;02:30;0.2;0.0;0.0;22.21;131.27;43.49;26.09;0.0;0.0;732.2;-732.2;3.51;3114.6;0.0;132.2;1.0;0.0;0.0;-1.25;9.6;4.22;1.52;0.0;0.0
7;03:00;0.68;0.0;0.0;22.63;130.84;43.49;26.09;0.0;0.0;2185.27;-2185.27;8.52;3207.3;0.0;133.0;1.0;0.0;0.13;-1.28;7.8;4.21;1.51;0.0;0.0
8;03:30;0.68;0.0;0.0;23.03;130.41;43.49;26.09;0.0;0.0;2167.34;-2167.34;8.45;3286.9;0.0;133.8;1.0;0.0;0.53;-1.23;7.8;4.22;1.52;0.0;0.0
9;04:00;0.27;0.0;3102.0;23.03;129.98;45.79;27.47;0.0;0.0;4053.45;-4053.45;17.63;3371.5;0.0;143.4;1.0;0.0;0.53;-1.18;8.7;4.23;1.53;0.0;0.0
10;04:30;0.27;0.0;1598.0;23.03;129.55;46.97;28.18;0.0;0.0;2577.35;-2577.35;11.21;3400.8;0.0;166.2;1.0;0.0;0.53;-1.13;8.7;4.24;1.54;0.0;0.0
11;05:00;0.52;0.0;0.0;23.26;129.12;46.97;28.18;0.0;0.0;2190.33;-2190.33;9.86;3498.9;0.0;638.0;1.0;0.0;0.76;-1.05;9.0;4.25;1.55;0.0;0.0
12;05:30;0.5;0.0;0.0;23.48;128.69;46.97;28.18;0.0;0.0;3075.33;-3075.33;13.84;3539.6;0.0;1571.0;1.0;0.0;0.98;-0.95;9.0;4.27;1.57;0.0;0.0
13;06:00;0.31;0.0;0.0;23.48;125.23;46.97;28.18;0.0;0.0;2838.95;-2838.95;26.26;3890.8;315.9;1919.9;1.0;0.0;0.98;-0.88;18.5;4.28;1.58;0.0;0.0
14;06:30;0.35;0.0;0.0;23.48;124.8;46.97;28.18;0.0;0.0;2709.87;-2709.87;25.07;4519.4;0.0;1646.3;0.5;0.0;0.98;-0.83;18.5;4.29;1.59;0.0;0.0
15;07:00;0.0;0.0;0.0;23.12;85.74;46.43;27.86;0.0;0.0;1244.4;-1244.4;20.28;4687.4;4038.0;1244.4;0.0;1177272.7272727275;0.62;-0.8;32.6;4.3;1.6;0.0;0.0
16;07:30;0.0;0.0;0.0;22.76;83.31;45.88;27.53;0.0;0.0;760.59;-760.59;12.4;4607.3;208.8;760.6;0.0;1177272.7272727275;0.26;-0.8;32.6;4.3;1.6;0.0;0.0
17;08:00;0.37;0.0;0.0;22.76;82.35;45.34;27.2;0.0;0.0;1632.65;-1632.65;23.18;4750.9;55.2;517.4;0.0;1177272.7272727275;0.26;-0.78;28.4;4.3;1.6;0.0;0.0
18;08:30;0.41;0.0;0.0;22.76;81.92;44.79;26.87;0.0;0.0;1792.25;-1792.25;25.45;5253.3;0.0;562.8;0.0;1177272.7272727275;0.26;-0.73;28.4;4.31;1.61;0.0;0.0
19;09:00;0.42;0.0;0.0;22.76;81.49;44.25;26.55;0.0;0.0;1982.16;-1982.16;26.46;5390.6;0.0;723.4;0.0;1177272.7272727275;0.26;-0.68;26.7;4.32;1.62;0.0;0.0
20;09:30;0.4;0.0;0.0;22.76;81.06;43.7;26.22;0.0;0.0;2212.36;-2212.36;29.53;5096.2;0.0;1024.3;0.0;1177272.7272727275;0.26;-0.63;26.7;4.33;1.63;0.0;0.0
21;10:00;0.0;1.0;0.0;22.38;125.88;43.16;25.89;0.0;0.0;4061.67;-4061.67;54.63;4880.3;179.8;1061.7;0.0;1177272.7272727275;0.0;-0.58;26.9;4.34;1.64;0.0;0.0
22;10:30;1.0;0.0;0.0;23.02;125.45;42.61;25.57;0.0;0.0;3800.26;-3800.26;51.11;4734.9;0.0;800.3;0.0;1177272.7272727275;0.52;-0.53;26.9;4.35;1.65;0.0;0.0
23;11:00;0.0;0.0;0.0;22.67;125.02;42.07;25.24;0.0;0.0;1047.08;-1047.08;15.76;4477.2;0.0;1047.1;0.0;1177272.7272727275;0.17;-0.5;30.1;4.35;1.65;0.0;0.0
