timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;0.2;21.59;132.49;0.0;0.0;729.64;-729.64;-0.55;2004.0;0.0;129.6;0.0;-2.0;-1.5;4.08;1.38;0.0;0.0
2;00:30;0.0;0.0;21.39;132.06;0.0;0.0;133.44;-133.44;-0.1;2611.6;0.0;133.4;0.11;-2.0;-1.5;4.08;1.38;0.0;0.0
3;01:00;1.0;0.0;22.09;131.63;0.0;0.0;3127.52;-3127.52;-5.79;3016.9;0.0;127.5;0.0;-2.05;-3.7;4.07;1.37;0.0;0.0
4;01:30;0.2;0.0;22.03;131.2;0.0;0.0;709.37;-709.37;-1.31;3199.7;0.0;109.4;0.0;-2.15;-3.7;4.05;1.35;0.0;0.0
5;02:00;0.0;0.2;21.78;138.38;0.0;0.0;709.66;-709.66;-2.02;3222.4;0.0;109.7;0.0;-2.3;-5.7;4.03;1.33;0.0;0.0
6;02:30;0.2;0.0;21.72;137.95;0.0;0.0;728.77;-728.77;-2.08;3068.1;0.0;128.8;0.0;-2.5;-5.7;3.99;1.29;0.0;0.0
7;03:00;0.31;0.0;21.77;137.52;0.0;0.0;1078.54;-1078.54;-3.61;3079.3;0.0;147.2;0.0;-2.72;-6.7;3.95;1.25;0.0;0.0
8;03:30;0.3;0.0;21.77;137.09;0.0;0.0;1051.55;-1051.55;-3.52;3430.8;0.0;161.5;0.0;-2.97;-6.7;3.91;1.21;0.0;0.0
9;04:00;0.33;0.0;21.77;136.66;0.0;0.0;1261.01;-1261.01;-3.59;3738.2;0.0;279.9;0.0;-3.24;-5.7;3.86;1.16;0.0;0.0
10;04:30;0.35;0.0;21.77;136.23;0.0;0.0;1566.53;-1566.53;-4.46;3997.0;0.0;503.4;0.0;-3.54;-5.7;3.8;1.1;0.0;0.0
11;05:00;0.41;0.0;21.77;135.8;0.0;0.0;1986.57;-1986.57;-2.28;4557.6;0.0;761.4;0.0;-3.8;-2.3;3.76;1.06;0.0;0.0
12;05:30;0.49;0.0;21.77;135.37;0.0;0.0;2508.47;-2508.47;-2.88;5439.0;0.0;1034.5;0.0;-4.0;-2.3;3.72;1.02;0.0;0.0
13;06:00;0.69;0.0;21.89;134.94;0.0;0.0;3120.95;-3120.95;-41.51;5887.6;0.0;1053.7;0.0;-4.27;-26.6;3.67;1.0;0.0;0.0
14;06:30;0.93;0.0;22.21;134.51;0.0;0.0;3594.73;-3594.73;-47.81;5761.3;0.0;818.4;0.0;-4.62;-26.6;3.61;1.0;0.0;0.0
15;07:00;0.88;0.0;22.5;119.65;0.0;0.0;3278.21;-3278.21;-30.32;5711.5;1508.0;626.4;0.0;-4.87;-18.5;3.56;1.0;0.0;0.0
16;07:30;0.88;0.0;22.78;119.22;0.0;0.0;3109.47;-3109.47;-28.76;5595.7;0.0;478.0;0.28;-5.02;-18.5;3.54;1.0;0.0;0.0
17;08:00;0.54;0.0;22.78;118.79;0.0;0.0;1976.92;-1976.92;-8.4;5605.3;0.0;352.6;0.28;-5.34;-8.5;3.48;1.0;0.0;0.0
18;08:30;0.57;0.0;22.78;118.36;0.0;0.0;1937.51;-1937.51;-8.23;5721.5;0.0;235.7;0.28;-5.84;-8.5;3.39;1.0;0.0;0.0
19;09:00;0.59;0.0;22.78;110.44;0.0;0.0;2069.93;-2069.93;-0.1;5890.4;782.7;300.8;0.28;-6.03;-0.1;3.36;1.0;0.0;0.0
20;09:30;0.62;0.0;22.78;110.01;0.0;0.0;2425.42;-2425.42;-0.12;6292.4;0.0;551.6;0.28;-5.88;-0.1;3.38;1.0;0.0;0.0
21;10:00;0.62;0.0;22.78;109.58;0.0;0.0;2473.36;-2473.36;4.95;6318.7;0.0;616.1;0.28;-5.63;4.0;3.43;1.0;0.0;0.0
22;10:30;0.57;0.0;22.78;108.24;0.0;0.0;2213.27;-2213.27;4.43;5890.3;95.0;512.3;0.28;-5.28;4.0;3.49;1.0;0.0;0.0
23;11:00;0.52;0.0;22.78;107.81;0.0;0.0;1940.66;-1940.66;8.05;5493.7;0.0;377.7;0.28;-4.98;8.3;3.54;1.0;0.0;0.0
24;11:30;0.49;0.0;22.78;107.38;0.0;0.0;1699.19;-1699.19;7.05;5220.2;0.0;232.1;0.28;-4.73;8.3;3.59;1.0;0.0;0.0
25;12:00;0.46;0.0;22.78;106.95;0.0;0.0;1802.85;-1802.85;6.4;4905.6;0.0;433.9;0.28;-4.58;7.1;3.62;1.0;0.0;0.0
26;12:30;0.44;0.0;22.78;106.52;0.0;0.0;2321.36;-2321.36;8.24;4710.5;0.0;1009.6;0.28;-4.53;7.1;3.63;1.0;0.0;0.0
27;13:00;0.44;0.0;22.78;106.09;0.0;0.0;2594.18;-2594.18;-2.21;4719.4;0.0;1284.8;0.28;-4.45;-1.7;3.64;1.0;0.0;0.0
28;13:30;0.48;0.0;22.78;105.66;0.0;0.0;2655.22;-2655.22;-2.26;5178.2;0.0;1226.8;0.28;-4.35;-1.7;3.66;1.0;0.0;0.0
29;14:00;0.49;0.0;22.78;105.23;0.0;0.0;2506.23;-2506.23;-2.13;5384.8;0.0;1028.6;0.28;-4.25;-1.7;3.67;1.0;0.0;0.0
30;14:30;0.0;1.0;22.36;93.63;0.0;0.0;3667.73;-3667.73;-3.12;5378.4;4166.7;667.7;0.0;-4.15;-1.7;3.69;1.0;0.0;0.0
31;15:00;1.0;0.0;22.8;93.2;0.0;0.0;3489.89;-3489.89;-5.93;5415.3;0.0;489.9;0.3;-4.08;-3.4;3.71;1.01;0.0;0.0
