timeslot;time of day;heatGenerationCoefficientSpaceHeating;temperatureBufferStorage;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);numberOfStarts_HP;HP_isRunning
1;00:00;0.2;21.81;0.0;0.0;4604.82;-4604.82;-3.45;6772.2;1604.8;0.0;-2.0;-1.5;4.08;0.0;0.0
2;00:30;0.2;21.86;0.0;0.0;4329.67;-4329.67;-3.25;7953.4;1329.7;0.0;-2.0;-1.5;4.08;0.0;0.0
3;01:00;0.2;21.89;0.0;0.0;4217.28;-4217.28;-7.8;9512.7;1217.3;0.0;-2.05;-3.7;4.07;0.0;0.0
4;01:30;0.2;21.9;0.0;0.0;4278.87;-4278.87;-7.92;11476.2;1278.9;0.0;-2.15;-3.7;4.05;0.0;0.0
5;02:00;0.48;22.1;0.0;0.0;8604.1;-8604.1;-24.52;12084.9;1355.4;0.0;-2.3;-5.7;4.03;0.0;0.0
6;02:30;0.48;22.3;0.0;0.0;8639.56;-8639.56;-24.62;11245.5;1448.0;0.0;-2.5;-5.7;3.99;0.0;0.0
7;03:00;0.21;22.3;0.0;0.0;4762.91;-4762.91;-15.96;12380.7;1571.8;0.0;-2.72;-6.7;3.95;0.0;0.0
8;03:30;0.27;22.3;0.0;0.0;5787.9;-5787.9;-19.39;15626.8;1728.8;0.0;-2.97;-6.7;3.91;0.0;0.0
9;04:00;0.3;22.3;0.0;0.0;6121.15;-6121.15;-17.45;17042.5;1642.9;0.0;-3.24;-5.7;3.86;0.0;0.0
10;04:30;0.34;22.33;0.0;0.0;6402.11;-6402.11;-18.25;16501.6;1297.5;0.0;-3.54;-5.7;3.8;0.0;0.0
11;05:00;0.29;22.33;0.0;0.0;6093.74;-6093.74;-7.01;16344.3;1683.0;0.0;-3.8;-2.3;3.76;0.0;0.0
12;05:30;0.3;22.33;0.0;0.0;7371.29;-7371.29;-8.48;16597.0;2850.0;0.0;-4.0;-2.3;3.72;0.0;0.0
13;06:00;0.53;22.44;0.0;0.0;11469.39;-11469.39;-152.54;20499.9;3460.1;0.0;-4.27;-26.6;3.67;0.0;0.0
14;06:30;0.65;22.52;0.0;0.0;13226.11;-13226.11;-175.91;28304.8;3475.0;0.02;-4.62;-26.6;3.61;0.0;0.0
15;07:00;0.64;22.52;0.0;0.0;13221.35;-13221.35;-122.3;33987.1;3619.2;0.02;-4.87;-18.5;3.56;0.0;0.0
16;07:30;0.71;22.52;0.0;0.0;14542.24;-14542.24;-134.52;37400.5;3901.4;0.02;-5.02;-18.5;3.54;0.0;0.0
17;08:00;0.88;22.63;0.0;0.0;17203.81;-17203.81;-73.12;36706.0;3945.6;0.13;-5.34;-8.5;3.48;0.0;0.0
18;08:30;0.74;22.69;0.0;0.0;14764.93;-14764.93;-62.75;31620.2;3735.5;0.19;-5.84;-8.5;3.39;0.0;0.0
19;09:00;0.58;22.69;0.0;0.0;11971.18;-11971.18;-0.6;29015.7;3255.7;0.19;-6.03;-0.1;3.36;0.0;0.0
20;09:30;0.58;22.69;0.0;0.0;11147.71;-11147.71;-0.56;29063.6;2487.7;0.19;-5.88;-0.1;3.38;0.0;0.0
21;10:00;0.59;22.69;0.0;0.0;11058.58;-11058.58;22.12;29941.1;2254.7;0.19;-5.63;4.0;3.43;0.0;0.0
22;10:30;0.61;22.69;0.0;0.0;11744.16;-11744.16;23.49;31705.3;2593.6;0.19;-5.28;4.0;3.49;0.0;0.0
23;11:00;0.29;22.51;0.0;0.0;7613.01;-7613.01;31.59;29920.4;3297.9;0.01;-4.98;8.3;3.54;0.0;0.0
24;11:30;0.0;22.22;0.0;0.0;4392.61;-4392.61;18.23;24341.7;4392.6;0.0;-4.73;8.3;3.59;0.0;0.0
25;12:00;0.39;22.22;0.0;0.0;10691.88;-10691.88;37.96;21001.0;4822.4;0.0;-4.58;7.1;3.62;0.0;0.0
26;12:30;0.37;22.22;0.0;0.0;10134.79;-10134.79;35.98;20052.6;4541.5;0.0;-4.53;7.1;3.63;0.0;0.0
27;13:00;0.39;22.22;0.0;0.0;10151.55;-10151.55;-8.63;21072.5;4298.5;0.0;-4.45;-1.7;3.64;0.0;0.0
28;13:30;0.45;22.22;0.0;0.0;10774.54;-10774.54;-9.16;24196.5;4096.0;0.0;-4.35;-1.7;3.66;0.0;0.0
29;14:00;0.46;22.22;0.0;0.0;10774.49;-10774.49;-9.16;25040.4;3899.0;0.0;-4.25;-1.7;3.67;0.0;0.0
30;14:30;0.43;22.22;0.0;0.0;10118.41;-10118.41;-8.6;23447.0;3707.9;0.0;-4.15;-1.7;3.69;0.0;0.0
31;15:00;0.43;22.22;0.0;0.0;10190.95;-10190.95;-17.32;23497.5;3790.4;0.0;-4.08;-3.4;3.71;0.0;0.0
32;15:30;0.46;22.22;0.0;0.0;11036.98;-11036.98;-18.76;25305.4;4165.4;0.0;-4.03;-3.4;3.72;0.0;0.0
33;16:00;0.46;22.22;0.0;0.0;11356.23;-11356.23;-5.68;25585.3;4434.2;0.0;-3.95;-1.0;3.73;0.0;0.0
34;16:30;0.44;22.22;0.0;0.0;11117.05;-11117.05;-5.56;24231.7;4589.5;0.0;-3.85;-1.0;3.75;0.0;0.0
35;17:00;0.43;22.22;0.0;0.0;11235.26;-11235.26;66.85;24023.3;4779.4;0.0;-3.8;11.9;3.76;0.0;0.0
36;17:30;0.45;22.22;0.0;0.0;11732.47;-11732.47;69.81;25039.2;5006.1;0.0;-3.8;11.9;3.76;0.0;0.0
37;18:00;0.33;22.15;0.0;0.0;9923.51;-9923.51;48.63;24811.6;4898.6;0.0;-3.87;9.8;3.74;0.0;0.0
38;18:30;0.42;22.15;0.0;0.0;10752.34;-10752.34;52.69;23255.0;4433.6;0.0;-4.02;9.8;3.72;0.0;0.0
39;19:00;0.0;21.87;0.0;0.0;3843.21;-3843.21;25.56;23525.7;3843.2;0.0;-3.91;13.3;3.74;0.0;0.0
40;19:30;0.0;21.56;0.0;0.0;3118.62;-3118.62;20.74;25749.8;3118.6;0.0;-3.51;13.3;3.81;0.0;0.0
41;20:00;0.42;21.56;0.0;0.0;9709.57;-9709.57;38.84;24535.8;3357.7;0.0;-3.01;8.0;3.9;0.0;0.0
42;20:30;0.33;21.56;0.0;0.0;9587.17;-9587.17;38.35;19646.4;4627.0;0.0;-2.41;8.0;4.01;0.0;0.0
43;21:00;0.26;21.56;0.0;0.0;9482.93;-9482.93;36.51;15814.2;5576.2;0.0;-1.86;7.7;4.11;0.0;0.0
44;21:30;0.21;21.56;0.0;0.0;9362.03;-9362.03;36.04;13112.0;6183.1;0.0;-1.36;7.7;4.2;0.0;0.0
45;22:00;0.2;21.57;0.0;0.0;8294.35;-8294.35;35.67;11080.3;5294.4;0.0;-0.98;8.6;4.26;0.0;0.0
46;22:30;0.2;21.61;0.0;0.0;5806.65;-5806.65;24.97;9765.2;2806.6;0.0;-0.73;8.6;4.31;0.0;0.0
47;23:00;0.2;21.65;0.0;0.0;4778.61;-4778.61;-8.6;9295.9;1778.6;0.0;-0.48;-3.6;4.35;0.0;0.0
48;23:30;0.2;21.69;0.0;0.0;5310.88;-5310.88;-9.56;9730.6;2310.9;0.0;-0.23;-3.6;4.4;0.0;0.0
