timeslot;time of day;simulationResult_electricalLoad_combined;simulationResult_RESGeneration_combined;simulationResult_PVGeneration_combined;simulationResult_SurplusEnergy_combined;simulationResult_costs_combined
1;00:00;77212.85;0.0;0.0;0.0;-57.91
2;00:30;77094.2;0.0;0.0;0.0;-57.82
3;01:00;131893.2;0.0;0.0;0.0;-244.0
4;01:30;131892.57;0.0;0.0;0.0;-244.0
5;02:00;131892.05;0.0;0.0;0.0;-375.89
6;02:30;131892.35;0.0;0.0;0.0;-375.89
7;03:00;131892.05;0.0;0.0;0.0;-441.84
8;03:30;131892.83;0.0;0.0;0.0;-441.84
9;04:00;131891.19;0.0;0.0;0.0;-375.89
10;04:30;131894.62;0.0;0.0;0.0;-375.9
11;05:00;131891.97;0.0;0.0;0.0;-151.68
12;05:30;131893.39;0.0;0.0;0.0;-151.68
13;06:00;131891.61;0.0;0.0;0.0;-1754.16
14;06:30;131892.46;0.0;0.0;0.0;-1754.17
15;07:00;131892.74;0.0;0.0;0.0;-1220.01
16;07:30;131892.0;0.0;0.0;0.0;-1220.0
17;08:00;131892.8;0.0;0.0;0.0;-560.54
18;08:30;131890.92;0.0;0.0;0.0;-560.54
19;09:00;131891.87;0.0;0.0;0.0;-6.59
20;09:30;131891.92;0.0;0.0;0.0;-6.59
21;10:00;131892.78;0.0;0.0;0.0;263.79
22;10:30;131892.32;0.0;0.0;0.0;263.78
23;11:00;49296.37;0.0;0.0;0.0;204.58
24;11:30;52089.26;0.0;0.0;0.0;216.17
25;12:00;125856.6;0.0;0.0;0.0;446.79
26;12:30;131893.79;0.0;0.0;0.0;468.22
27;13:00;131890.21;0.0;0.0;0.0;-112.11
28;13:30;131893.75;0.0;0.0;0.0;-112.11
29;14:00;131892.45;0.0;0.0;0.0;-112.11
30;14:30;131892.57;0.0;0.0;0.0;-112.11
31;15:00;131893.43;0.0;0.0;0.0;-224.22
32;15:30;131891.05;0.0;0.0;0.0;-224.21
33;16:00;131892.89;0.0;0.0;0.0;-65.95
34;16:30;131892.54;0.0;0.0;0.0;-65.95
35;17:00;58844.53;0.0;0.0;0.0;350.12
36;17:30;51466.96;0.0;0.0;0.0;306.23
37;18:00;120973.72;0.0;0.0;0.0;592.77
38;18:30;55676.3;0.0;0.0;0.0;272.81
39;19:00;52299.76;0.0;0.0;0.0;347.79
40;19:30;45707.51;0.0;0.0;0.0;303.95
41;20:00;104761.49;0.0;0.0;0.0;419.05
42;20:30;102241.44;0.0;0.0;0.0;408.97
43;21:00;98619.8;0.0;0.0;0.0;379.69
44;21:30;131893.03;0.0;0.0;0.0;507.79
45;22:00;46737.4;0.0;0.0;0.0;200.97
46;22:30;41156.08;0.0;0.0;0.0;176.97
47;23:00;131893.08;0.0;0.0;0.0;-237.41
48;23:30;131891.63;0.0;0.0;0.0;-237.4
