timeslot;time of day;simulationResult_electricalLoad_combined;simulationResult_RESGeneration_combined;simulationResult_PVGeneration_combined;simulationResult_SurplusEnergy_combined;simulationResult_costs_combined
1;00:00;61588.47;0.0;0.0;0.0;-46.19
2;00:30;60673.42;0.0;0.0;0.0;-45.51
3;01:00;134729.1;0.0;0.0;0.0;-249.25
4;01:30;134729.73;0.0;0.0;0.0;-249.25
5;02:00;134728.56;0.0;0.0;0.0;-383.98
6;02:30;134729.45;0.0;0.0;0.0;-383.98
7;03:00;134728.85;0.0;0.0;0.0;-451.34
8;03:30;134728.43;0.0;0.0;0.0;-451.34
9;04:00;134727.39;0.0;0.0;0.0;-383.97
10;04:30;134730.82;0.0;0.0;0.0;-383.98
11;05:00;134728.17;0.0;0.0;0.0;-154.94
12;05:30;134729.89;0.0;0.0;0.0;-154.94
13;06:00;134728.11;0.0;0.0;0.0;-1791.88
14;06:30;134728.66;0.0;0.0;0.0;-1791.89
15;07:00;134729.54;0.0;0.0;0.0;-1246.25
16;07:30;134728.5;0.0;0.0;0.0;-1246.24
17;08:00;134729.3;0.0;0.0;0.0;-572.6
18;08:30;134727.72;0.0;0.0;0.0;-572.59
19;09:00;134727.47;0.0;0.0;0.0;-6.74
20;09:30;134728.42;0.0;0.0;0.0;-6.74
21;10:00;116510.88;0.0;0.0;0.0;233.02
22;10:30;134729.42;0.0;0.0;0.0;269.46
23;11:00;46296.37;0.0;0.0;0.0;192.13
24;11:30;49089.26;0.0;0.0;0.0;203.72
25;12:00;105743.7;0.0;0.0;0.0;375.39
26;12:30;134729.39;0.0;0.0;0.0;478.29
27;13:00;134728.51;0.0;0.0;0.0;-114.52
28;13:30;134729.05;0.0;0.0;0.0;-114.52
29;14:00;134728.95;0.0;0.0;0.0;-114.52
30;14:30;134730.27;0.0;0.0;0.0;-114.52
31;15:00;134729.63;0.0;0.0;0.0;-229.04
32;15:30;134729.05;0.0;0.0;0.0;-229.04
33;16:00;134728.49;0.0;0.0;0.0;-67.36
34;16:30;134729.34;0.0;0.0;0.0;-67.36
35;17:00;61844.53;0.0;0.0;0.0;367.97
36;17:30;51466.96;0.0;0.0;0.0;306.23
37;18:00;118569.22;0.0;0.0;0.0;580.99
38;18:30;55076.3;0.0;0.0;0.0;269.87
39;19:00;52299.76;0.0;0.0;0.0;347.79
40;19:30;45707.51;0.0;0.0;0.0;303.95
41;20:00;104750.99;0.0;0.0;0.0;419.0
42;20:30;102241.44;0.0;0.0;0.0;408.97
43;21:00;95720.9;0.0;0.0;0.0;368.53
44;21:30;134730.13;0.0;0.0;0.0;518.71
45;22:00;46737.4;0.0;0.0;0.0;200.97
46;22:30;41156.08;0.0;0.0;0.0;176.97
47;23:00;134728.38;0.0;0.0;0.0;-242.51
48;23:30;134728.43;0.0;0.0;0.0;-242.51
