timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;1.0;21.59;164.18;0.0;0.0;3129.64;-3129.64;-2.35;2004.0;0.0;129.6;0.0;-2.0;-1.5;4.08;1.38;0.0;0.0
2;00:30;0.2;0.0;21.58;163.75;0.0;0.0;733.44;-733.44;-0.55;2611.6;0.0;133.4;0.0;-2.0;-1.5;4.08;1.38;0.0;0.0
3;01:00;1.0;0.0;22.28;163.32;0.0;0.0;3127.52;-3127.52;-5.79;3016.9;0.0;127.5;0.0;-2.05;-3.7;4.07;1.37;0.0;0.0
4;01:30;0.83;0.0;22.8;162.89;0.0;0.0;2593.97;-2593.97;-4.8;3199.7;0.0;109.4;0.3;-2.15;-3.7;4.05;1.35;0.0;0.0
5;02:00;0.2;0.0;22.73;162.46;0.0;0.0;709.66;-709.66;-2.02;3222.4;0.0;109.7;0.23;-2.3;-5.7;4.03;1.33;0.0;0.0
6;02:30;0.2;0.0;22.68;162.02;0.0;0.0;728.77;-728.77;-2.08;3068.1;0.0;128.8;0.18;-2.5;-5.7;3.99;1.29;0.0;0.0
7;03:00;0.2;0.0;22.62;161.59;0.0;0.0;747.21;-747.21;-2.5;3079.3;0.0;147.2;0.12;-2.72;-6.7;3.95;1.25;0.0;0.0
8;03:30;0.0;1.0;22.36;195.76;0.0;0.0;3161.51;-3161.51;-10.59;3430.8;0.0;161.5;0.0;-2.97;-6.7;3.91;1.21;0.0;0.0
9;04:00;0.2;0.0;22.24;195.33;0.0;0.0;879.86;-879.86;-2.51;3738.2;0.0;279.9;0.0;-3.24;-5.7;3.86;1.16;0.0;0.0
10;04:30;0.99;0.0;22.8;194.89;0.0;0.0;3478.77;-3478.77;-9.91;3997.0;0.0;503.4;0.3;-3.54;-5.7;3.8;1.1;0.0;0.0
11;05:00;0.0;1.0;22.45;224.79;0.0;0.0;3761.38;-3761.38;-4.33;4557.6;0.0;761.4;0.0;-3.8;-2.3;3.76;1.06;0.0;0.0
12;05:30;0.9;0.0;22.8;224.36;0.0;0.0;3745.6;-3745.6;-4.31;5439.0;0.0;1034.5;0.3;-4.0;-2.3;3.72;1.02;0.0;0.0
13;06:00;0.54;0.0;22.8;223.93;0.0;0.0;2669.52;-2669.52;-35.5;5887.6;0.0;1053.7;0.3;-4.27;-26.6;3.67;1.0;0.0;0.0
14;06:30;0.41;0.0;22.7;223.5;0.0;0.0;2053.81;-2053.81;-27.32;5761.3;0.0;818.4;0.2;-4.62;-26.6;3.61;1.0;0.0;0.0
