timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
21;10:00;0.68;0.0;21.85;114.2;0.0;0.0;2321.54;-2321.54;4.64;0.0;0.0;0.0;0.0;-5.63;4.0;3.43;1.0
22;10:30;0.59;0.0;21.85;112.25;0.0;0.0;2301.03;-2301.03;4.6;0.0;0.0;0.0;0.0;-5.28;4.0;3.49;1.0
23;11:00;0.54;0.0;21.85;111.82;0.0;0.0;2226.34;-2226.34;9.24;0.0;0.0;0.0;0.0;-4.98;8.3;3.54;1.0
24;11:30;0.54;0.0;21.85;111.39;0.0;0.0;2080.78;-2080.78;8.64;0.0;0.0;0.0;0.0;-4.73;8.3;3.59;1.0
25;12:00;0.0;1.0;21.43;102.07;0.0;0.0;3320.0;-3320.0;11.79;0.0;0.0;0.0;0.07;-4.58;7.1;3.62;1.0
26;12:30;1.0;0.0;21.88;99.83;0.0;0.0;3211.6;-3211.6;11.4;0.0;0.0;0.0;0.0;-4.53;7.1;3.63;1.0
27;13:00;0.42;0.0;21.88;99.4;0.0;0.0;1672.51;-1672.51;-1.42;0.0;0.0;0.0;0.0;-4.45;-1.7;3.64;1.0
28;13:30;0.38;0.0;21.88;98.97;0.0;0.0;2036.99;-2036.99;-1.73;0.0;0.0;0.0;0.0;-4.35;-1.7;3.66;1.0
29;14:00;0.37;0.0;21.88;98.54;0.0;0.0;2312.65;-2312.65;-1.97;0.0;0.0;0.0;0.0;-4.25;-1.7;3.67;1.0
30;14:30;0.38;0.0;21.88;98.11;0.0;0.0;2412.05;-2412.05;-2.05;0.0;0.0;0.0;0.0;-4.15;-1.7;3.69;1.0
31;15:00;0.39;0.0;21.88;97.68;0.0;0.0;2316.2;-2316.2;-3.94;0.0;0.0;0.0;0.0;-4.08;-3.4;3.71;1.01
32;15:30;0.4;0.0;21.88;97.25;0.0;0.0;1983.59;-1983.59;-3.37;0.0;0.0;0.0;0.0;-4.03;-3.4;3.72;1.02
33;16:00;0.39;0.0;21.88;96.82;0.0;0.0;1768.85;-1768.85;-0.88;0.0;0.0;0.0;0.0;-3.95;-1.0;3.73;1.03
34;16:30;0.37;0.0;21.88;96.39;0.0;0.0;1689.89;-1689.89;-0.84;0.0;0.0;0.0;0.0;-3.85;-1.0;3.75;1.05
35;17:00;0.36;0.0;21.88;95.96;0.0;0.0;1630.51;-1630.51;9.7;0.0;0.0;0.0;0.0;-3.8;11.9;3.76;1.06
36;17:30;0.4;0.0;21.88;95.53;0.0;0.0;1648.45;-1648.45;9.81;0.0;0.0;0.0;0.0;-3.8;11.9;3.76;1.06
37;18:00;0.39;0.0;21.88;94.06;0.0;0.0;1711.93;-1711.93;8.39;0.0;0.0;0.0;0.0;-3.87;9.8;3.74;1.04
38;18:30;0.36;0.0;21.88;93.63;0.0;0.0;1852.4;-1852.4;9.08;0.0;0.0;0.0;0.0;-4.02;9.8;3.72;1.02
39;19:00;0.37;0.0;21.88;93.2;0.0;0.0;2027.63;-2027.63;13.48;0.0;0.0;0.0;0.0;-3.91;13.3;3.74;1.04
40;19:30;0.41;0.0;21.88;92.77;0.0;0.0;2267.28;-2267.28;15.08;0.0;0.0;0.0;0.0;-3.51;13.3;3.81;1.11
41;20:00;0.42;0.0;21.88;92.34;0.0;0.0;2191.53;-2191.53;8.77;0.0;0.0;0.0;0.0;-3.01;8.0;3.9;1.2
42;20:30;0.38;0.0;21.88;90.91;0.0;0.0;1771.35;-1771.35;7.09;0.0;0.0;0.0;0.0;-2.41;8.0;4.01;1.31
43;21:00;0.35;0.0;21.88;90.48;0.0;0.0;1553.82;-1553.82;5.98;0.0;0.0;0.0;0.0;-1.86;7.7;4.11;1.41
44;21:30;0.31;0.0;21.88;90.05;0.0;0.0;1507.7;-1507.7;5.8;0.0;0.0;0.0;0.0;-1.36;7.7;4.2;1.5
45;22:00;0.28;0.0;21.88;89.62;0.0;0.0;1478.06;-1478.06;6.36;0.0;0.0;0.0;0.0;-0.98;8.6;4.26;1.56
46;22:30;0.28;0.0;21.88;89.19;0.0;0.0;1431.04;-1431.04;6.15;0.0;0.0;0.0;0.0;-0.73;8.6;4.31;1.61
47;23:00;0.24;0.0;21.88;88.76;0.0;0.0;1190.98;-1190.98;-2.14;0.0;0.0;0.0;0.0;-0.48;-3.6;4.35;1.65
48;23:30;0.2;0.0;21.91;88.33;0.0;0.0;849.99;-849.99;-1.53;2234.2;0.0;250.0;0.0;-0.23;-3.6;4.4;1.7
