timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
1;00:00;0.0;0.2;21.58;132.49;0.0;0.0;920.87;-920.87;-0.69;0.0;0.0;0.0;0.0;-2.0;-1.5;4.08;1.38
2;00:30;0.0;0.0;21.43;132.06;0.0;0.0;183.85;-183.85;-0.14;0.0;0.0;0.0;0.07;-2.0;-1.5;4.08;1.38
3;01:00;0.0;0.0;21.28;131.63;0.0;0.0;112.28;-112.28;-0.21;0.0;0.0;0.0;0.22;-2.05;-3.7;4.07;1.37
4;01:30;1.0;0.0;22.06;131.2;0.0;0.0;3116.22;-3116.22;-5.77;0.0;0.0;0.0;0.0;-2.15;-3.7;4.05;1.35
5;02:00;0.2;0.0;22.08;130.77;0.0;0.0;717.29;-717.29;-2.04;0.0;0.0;0.0;0.0;-2.3;-5.7;4.03;1.33
6;02:30;0.2;0.0;22.07;130.34;0.0;0.0;711.46;-711.46;-2.03;0.0;0.0;0.0;0.0;-2.5;-5.7;3.99;1.29
7;03:00;0.2;0.0;22.03;129.91;0.0;0.0;715.5;-715.5;-2.4;0.0;0.0;0.0;0.0;-2.72;-6.7;3.95;1.25
8;03:30;0.2;0.0;21.95;129.48;0.0;0.0;725.72;-725.72;-2.43;0.0;0.0;0.0;0.0;-2.97;-6.7;3.91;1.21
9;04:00;0.2;0.0;21.85;129.05;0.0;0.0;739.79;-739.79;-2.11;0.0;0.0;0.0;0.0;-3.24;-5.7;3.86;1.16
10;04:30;0.32;0.0;21.85;128.62;0.0;0.0;1112.45;-1112.45;-3.17;0.0;0.0;0.0;0.0;-3.54;-5.7;3.8;1.1
11;05:00;0.32;0.0;21.85;128.19;0.0;0.0;1287.85;-1287.85;-1.48;0.0;0.0;0.0;0.0;-3.8;-2.3;3.76;1.06
12;05:30;0.32;0.0;21.85;127.76;0.0;0.0;1600.04;-1600.04;-1.84;0.0;0.0;0.0;0.0;-4.0;-2.3;3.72;1.02
13;06:00;0.34;0.0;21.85;127.32;0.0;0.0;1930.78;-1930.78;-25.68;0.0;0.0;0.0;0.0;-4.27;-26.6;3.67;1.0
14;06:30;0.41;0.0;21.85;126.89;0.0;0.0;2321.26;-2321.26;-30.87;0.0;0.0;0.0;0.0;-4.62;-26.6;3.61;1.0
15;07:00;0.44;0.0;21.85;116.79;0.0;0.0;2377.44;-2377.44;-21.99;0.0;0.0;0.0;0.0;-4.87;-18.5;3.56;1.0
16;07:30;0.46;0.0;21.85;116.36;0.0;0.0;2083.86;-2083.86;-19.28;0.0;0.0;0.0;0.0;-5.02;-18.5;3.54;1.0
17;08:00;0.52;0.0;21.85;115.93;0.0;0.0;2033.22;-2033.22;-8.64;0.0;0.0;0.0;0.0;-5.34;-8.5;3.48;1.0
18;08:30;0.61;0.0;21.85;115.49;0.0;0.0;2221.93;-2221.93;-9.44;0.0;0.0;0.0;0.0;-5.84;-8.5;3.39;1.0
19;09:00;0.68;0.0;21.85;115.06;0.0;0.0;2346.35;-2346.35;-0.12;0.0;0.0;0.0;0.0;-6.03;-0.1;3.36;1.0
20;09:30;0.71;0.0;21.85;114.63;0.0;0.0;2330.89;-2330.89;-0.12;0.0;0.0;0.0;0.0;-5.88;-0.1;3.38;1.0
