timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
1;00:00;0.0;0.2;21.58;132.49;0.0;0.0;924.48;-924.48;-0.69;0.0;0.0;0.0;0.0;-2.0;-1.5;4.08;1.38
2;00:30;0.0;0.0;21.43;132.06;0.0;0.0;183.28;-183.28;-0.14;0.0;0.0;0.0;0.07;-2.0;-1.5;4.08;1.38
3;01:00;0.0;0.0;21.28;131.63;0.0;0.0;112.51;-112.51;-0.21;0.0;0.0;0.0;0.22;-2.05;-3.7;4.07;1.37
4;01:30;1.0;0.0;22.06;131.2;0.0;0.0;3116.41;-3116.41;-5.77;0.0;0.0;0.0;0.0;-2.15;-3.7;4.05;1.35
5;02:00;0.2;0.0;22.08;130.77;0.0;0.0;716.13;-716.13;-2.04;0.0;0.0;0.0;0.0;-2.3;-5.7;4.03;1.33
6;02:30;0.2;0.0;22.07;130.34;0.0;0.0;711.9;-711.9;-2.03;0.0;0.0;0.0;0.0;-2.5;-5.7;3.99;1.29
7;03:00;0.2;0.0;22.03;129.91;0.0;0.0;714.78;-714.78;-2.39;0.0;0.0;0.0;0.0;-2.72;-6.7;3.95;1.25
8;03:30;0.2;0.0;21.95;129.48;0.0;0.0;725.53;-725.53;-2.43;0.0;0.0;0.0;0.0;-2.97;-6.7;3.91;1.21
9;04:00;0.2;0.0;21.85;129.05;0.0;0.0;741.34;-741.34;-2.11;0.0;0.0;0.0;0.0;-3.24;-5.7;3.86;1.16
10;04:30;0.32;0.0;21.85;128.62;0.0;0.0;1105.43;-1105.43;-3.15;0.0;0.0;0.0;0.0;-3.54;-5.7;3.8;1.1
11;05:00;0.32;0.0;21.85;128.19;0.0;0.0;1283.56;-1283.56;-1.48;0.0;0.0;0.0;0.0;-3.8;-2.3;3.76;1.06
12;05:30;0.32;0.0;21.85;127.76;0.0;0.0;1588.61;-1588.61;-1.83;0.0;0.0;0.0;0.0;-4.0;-2.3;3.72;1.02
13;06:00;0.34;0.0;21.85;127.32;0.0;0.0;1931.45;-1931.45;-25.69;0.0;0.0;0.0;0.0;-4.27;-26.6;3.67;1.0
14;06:30;0.41;0.0;21.85;126.89;0.0;0.0;2325.48;-2325.48;-30.93;0.0;0.0;0.0;0.0;-4.62;-26.6;3.61;1.0
15;07:00;0.45;0.0;21.85;116.66;0.0;0.0;2375.62;-2375.62;-21.97;0.0;0.0;0.0;0.0;-4.87;-18.5;3.56;1.0
16;07:30;0.47;0.0;21.85;116.23;0.0;0.0;2093.7;-2093.7;-19.37;0.0;0.0;0.0;0.0;-5.02;-18.5;3.54;1.0
17;08:00;0.52;0.0;21.85;115.8;0.0;0.0;2038.63;-2038.63;-8.66;0.0;0.0;0.0;0.0;-5.34;-8.5;3.48;1.0
18;08:30;0.6;0.0;21.85;115.37;0.0;0.0;2210.91;-2210.91;-9.4;0.0;0.0;0.0;0.0;-5.84;-8.5;3.39;1.0
19;09:00;0.66;0.0;21.85;114.94;0.0;0.0;2306.35;-2306.35;-0.12;0.0;0.0;0.0;0.0;-6.03;-0.1;3.36;1.0
20;09:30;0.71;0.0;21.85;114.5;0.0;0.0;2338.11;-2338.11;-0.12;0.0;0.0;0.0;0.0;-5.88;-0.1;3.38;1.0
21;10:00;0.68;0.0;21.85;114.07;0.0;0.0;2317.81;-2317.81;4.64;0.0;0.0;0.0;0.0;-5.63;4.0;3.43;1.0
22;10:30;0.59;0.0;21.85;112.06;0.0;0.0;2311.34;-2311.34;4.62;0.0;0.0;0.0;0.0;-5.28;4.0;3.49;1.0
23;11:00;0.54;0.0;21.85;111.63;0.0;0.0;2223.42;-2223.42;9.23;0.0;0.0;0.0;0.0;-4.98;8.3;3.54;1.0
24;11:30;0.53;0.0;21.85;111.2;0.0;0.0;2043.36;-2043.36;8.48;0.0;0.0;0.0;0.0;-4.73;8.3;3.59;1.0
25;12:00;0.0;1.0;21.42;101.57;0.0;0.0;3315.4;-3315.4;11.77;0.0;0.0;0.0;0.08;-4.58;7.1;3.62;1.0
26;12:30;1.0;0.0;21.87;99.34;0.0;0.0;3212.02;-3212.02;11.4;0.0;0.0;0.0;0.0;-4.53;7.1;3.63;1.0
27;13:00;0.42;0.0;21.87;98.9;0.0;0.0;1665.02;-1665.02;-1.42;0.0;0.0;0.0;0.0;-4.45;-1.7;3.64;1.0
28;13:30;0.39;0.0;21.87;98.47;0.0;0.0;2055.54;-2055.54;-1.75;0.0;0.0;0.0;0.0;-4.35;-1.7;3.66;1.0
29;14:00;0.37;0.0;21.87;98.04;0.0;0.0;2313.34;-2313.34;-1.97;0.0;0.0;0.0;0.0;-4.25;-1.7;3.67;1.0
30;14:30;0.38;0.0;21.87;97.61;0.0;0.0;2424.96;-2424.96;-2.06;0.0;0.0;0.0;0.0;-4.15;-1.7;3.69;1.0
31;15:00;0.39;0.0;21.87;97.18;0.0;0.0;2321.64;-2321.64;-3.95;0.0;0.0;0.0;0.0;-4.08;-3.4;3.71;1.01
32;15:30;0.4;0.0;21.87;96.75;0.0;0.0;1980.28;-1980.28;-3.37;0.0;0.0;0.0;0.0;-4.03;-3.4;3.72;1.02
33;16:00;0.4;0.0;21.87;96.32;0.0;0.0;1781.07;-1781.07;-0.89;0.0;0.0;0.0;0.0;-3.95;-1.0;3.73;1.03
34;16:30;0.37;0.0;21.87;95.89;0.0;0.0;1691.05;-1691.05;-0.85;0.0;0.0;0.0;0.0;-3.85;-1.0;3.75;1.05
35;17:00;0.37;0.0;21.87;95.46;0.0;0.0;1649.88;-1649.88;9.82;0.0;0.0;0.0;0.0;-3.8;11.9;3.76;1.06
36;17:30;0.4;0.0;21.87;95.03;0.0;0.0;1652.32;-1652.32;9.83;0.0;0.0;0.0;0.0;-3.8;11.9;3.76;1.06
37;18:00;0.4;0.0;21.87;93.56;0.0;0.0;1719.75;-1719.75;8.43;0.0;0.0;0.0;0.0;-3.87;9.8;3.74;1.04
38;18:30;0.36;0.0;21.87;93.13;0.0;0.0;1840.94;-1840.94;9.02;0.0;0.0;0.0;0.0;-4.02;9.8;3.72;1.02
39;19:00;0.37;0.0;21.87;92.7;0.0;0.0;2040.67;-2040.67;13.57;0.0;0.0;0.0;0.0;-3.91;13.3;3.74;1.04
40;19:30;0.41;0.0;21.87;92.27;0.0;0.0;2264.63;-2264.63;15.06;0.0;0.0;0.0;0.0;-3.51;13.3;3.81;1.11
41;20:00;0.42;0.0;21.87;91.84;0.0;0.0;2184.53;-2184.53;8.74;0.0;0.0;0.0;0.0;-3.01;8.0;3.9;1.2
42;20:30;0.38;0.0;21.87;90.37;0.0;0.0;1766.47;-1766.47;7.07;0.0;0.0;0.0;0.0;-2.41;8.0;4.01;1.31
43;21:00;0.35;0.0;21.87;89.94;0.0;0.0;1546.74;-1546.74;5.95;0.0;0.0;0.0;0.0;-1.86;7.7;4.11;1.41
44;21:30;0.31;0.0;21.87;89.51;0.0;0.0;1508.89;-1508.89;5.81;0.0;0.0;0.0;0.0;-1.36;7.7;4.2;1.5
45;22:00;0.28;0.0;21.87;89.08;0.0;0.0;1469.43;-1469.43;6.32;0.0;0.0;0.0;0.0;-0.98;8.6;4.26;1.56
46;22:30;0.28;0.0;21.87;88.65;0.0;0.0;1420.66;-1420.66;6.11;0.0;0.0;0.0;0.0;-0.73;8.6;4.31;1.61
47;23:00;0.24;0.0;21.87;88.22;0.0;0.0;1187.93;-1187.93;-2.14;0.0;0.0;0.0;0.0;-0.48;-3.6;4.35;1.65
