timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
1;00:00;0.0;0.2;21.59;132.49;0.0;0.0;729.64;-729.64;-0.55;0.0;0.0;0.0;0.0;-2.0;-1.5;4.08;1.38
2;00:30;0.0;0.0;21.39;132.06;0.0;0.0;133.44;-133.44;-0.1;0.0;0.0;0.0;0.11;-2.0;-1.5;4.08;1.38
3;01:00;1.0;0.0;22.09;131.63;0.0;0.0;3127.52;-3127.52;-5.79;0.0;0.0;0.0;0.0;-2.05;-3.7;4.07;1.37
4;01:30;0.2;0.0;22.03;131.2;0.0;0.0;709.37;-709.37;-1.31;0.0;0.0;0.0;0.0;-2.15;-3.7;4.05;1.35
5;02:00;0.2;0.0;21.96;130.77;0.0;0.0;709.66;-709.66;-2.02;0.0;0.0;0.0;0.0;-2.3;-5.7;4.03;1.33
6;02:30;0.2;0.0;21.91;130.34;0.0;0.0;728.77;-728.77;-2.08;0.0;0.0;0.0;0.0;-2.5;-5.7;3.99;1.29
7;03:00;0.26;0.0;21.91;129.91;0.0;0.0;938.13;-938.13;-3.14;0.0;0.0;0.0;0.0;-2.72;-6.7;3.95;1.25
8;03:30;0.3;0.0;21.91;129.48;0.0;0.0;1051.55;-1051.55;-3.52;0.0;0.0;0.0;0.0;-2.97;-6.7;3.91;1.21
9;04:00;0.33;0.0;21.91;129.05;0.0;0.0;1261.01;-1261.01;-3.59;0.0;0.0;0.0;0.0;-3.24;-5.7;3.86;1.16
10;04:30;0.35;0.0;21.91;128.62;0.0;0.0;1566.53;-1566.53;-4.46;0.0;0.0;0.0;0.0;-3.54;-5.7;3.8;1.1
11;05:00;0.41;0.0;21.91;128.19;0.0;0.0;1986.57;-1986.57;-2.28;0.0;0.0;0.0;0.0;-3.8;-2.3;3.76;1.06
12;05:30;0.49;0.0;21.91;127.76;0.0;0.0;2508.47;-2508.47;-2.88;0.0;0.0;0.0;0.0;-4.0;-2.3;3.72;1.02
13;06:00;0.54;0.0;21.91;127.32;0.0;0.0;2669.56;-2669.56;-35.51;0.0;0.0;0.0;0.0;-4.27;-26.6;3.67;1.0
14;06:30;0.54;0.0;21.91;126.89;0.0;0.0;2427.45;-2427.45;-32.29;0.0;0.0;0.0;0.0;-4.62;-26.6;3.61;1.0
15;07:00;0.54;0.0;21.91;112.04;0.0;0.0;2242.04;-2242.04;-20.74;0.0;0.0;0.0;0.0;-4.87;-18.5;3.56;1.0
16;07:30;0.53;0.0;21.91;111.61;0.0;0.0;2073.29;-2073.29;-19.18;0.0;0.0;0.0;0.0;-5.02;-18.5;3.54;1.0
17;08:00;0.54;0.0;21.91;111.18;0.0;0.0;1976.92;-1976.92;-8.4;0.0;0.0;0.0;0.0;-5.34;-8.5;3.48;1.0
18;08:30;0.57;0.0;21.91;110.75;0.0;0.0;1937.51;-1937.51;-8.23;0.0;0.0;0.0;0.0;-5.84;-8.5;3.39;1.0
19;09:00;0.59;0.0;21.91;102.83;0.0;0.0;2069.93;-2069.93;-0.1;0.0;0.0;0.0;0.0;-6.03;-0.1;3.36;1.0
20;09:30;0.62;0.0;21.91;102.4;0.0;0.0;2425.42;-2425.42;-0.12;0.0;0.0;0.0;0.0;-5.88;-0.1;3.38;1.0
21;10:00;0.62;0.0;21.91;101.97;0.0;0.0;2473.36;-2473.36;4.95;0.0;0.0;0.0;0.0;-5.63;4.0;3.43;1.0
22;10:30;0.57;0.0;21.91;100.63;0.0;0.0;2213.27;-2213.27;4.43;0.0;0.0;0.0;0.0;-5.28;4.0;3.49;1.0
23;11:00;0.52;0.0;21.91;100.19;0.0;0.0;1940.66;-1940.66;8.05;0.0;0.0;0.0;0.0;-4.98;8.3;3.54;1.0
24;11:30;0.49;0.0;21.91;99.76;0.0;0.0;1699.19;-1699.19;7.05;0.0;0.0;0.0;0.0;-4.73;8.3;3.59;1.0
25;12:00;0.46;0.0;21.91;99.33;0.0;0.0;1802.85;-1802.85;6.4;0.0;0.0;0.0;0.0;-4.58;7.1;3.62;1.0
26;12:30;0.44;0.0;21.91;98.9;0.0;0.0;2321.36;-2321.36;8.24;0.0;0.0;0.0;0.0;-4.53;7.1;3.63;1.0
27;13:00;0.44;0.0;21.91;98.47;0.0;0.0;2594.18;-2594.18;-2.21;0.0;0.0;0.0;0.0;-4.45;-1.7;3.64;1.0
28;13:30;0.48;0.0;21.91;98.04;0.0;0.0;2655.22;-2655.22;-2.26;0.0;0.0;0.0;0.0;-4.35;-1.7;3.66;1.0
29;14:00;0.49;0.0;21.91;97.61;0.0;0.0;2506.23;-2506.23;-2.13;0.0;0.0;0.0;0.0;-4.25;-1.7;3.67;1.0
30;14:30;0.0;1.0;21.49;86.02;0.0;0.0;3667.73;-3667.73;-3.12;0.0;0.0;0.0;0.01;-4.15;-1.7;3.69;1.0
31;15:00;1.0;0.0;21.93;85.59;0.0;0.0;3489.89;-3489.89;-5.93;0.0;0.0;0.0;0.0;-4.08;-3.4;3.71;1.01
32;15:30;0.5;0.0;21.93;84.04;0.0;0.0;2012.2;-2012.2;-3.42;0.0;0.0;0.0;0.0;-4.03;-3.4;3.72;1.02
33;16:00;0.5;0.0;21.93;83.61;0.0;0.0;2042.72;-2042.72;-1.02;0.0;0.0;0.0;0.0;-3.95;-1.0;3.73;1.03
34;16:30;0.51;0.0;21.93;83.18;0.0;0.0;2116.59;-2116.59;-1.06;0.0;0.0;0.0;0.0;-3.85;-1.0;3.75;1.05
35;17:00;0.48;0.0;21.93;82.75;0.0;0.0;2199.59;-2199.59;13.09;0.0;0.0;0.0;0.0;-3.8;11.9;3.76;1.06
36;17:30;0.41;0.0;21.93;82.31;0.0;0.0;2327.53;-2327.53;13.85;0.0;0.0;0.0;0.0;-3.8;11.9;3.76;1.06
37;18:00;0.41;0.0;21.93;81.88;0.0;0.0;2623.79;-2623.79;12.86;0.0;0.0;0.0;0.0;-3.87;9.8;3.74;1.04
38;18:30;0.49;0.0;21.93;81.45;0.0;0.0;3092.14;-3092.14;15.15;0.0;0.0;0.0;0.0;-4.02;9.8;3.72;1.02
39;19:00;0.51;0.0;21.93;81.02;0.0;0.0;2977.97;-2977.97;19.8;0.0;0.0;0.0;0.0;-3.91;13.3;3.74;1.04
