timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;chargingPowerEV;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_SOCofEV;simulationResult_energyLevelOfEV;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];Availability of the EV;Energy Consumption of the EV;thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
17;08:00;0.58;0.0;0.0;21.93;85.1;43.49;26.09;0.0;0.0;2069.91;-2069.91;-8.8;6006.9;0.0;330.1;1.0;0.0;0.0;-5.34;-8.5;3.48;1.0
18;08:30;0.53;0.0;0.0;21.93;81.38;43.49;26.09;0.0;0.0;2250.19;-2250.19;-9.56;5295.3;343.5;674.2;1.0;0.0;0.0;-5.84;-8.5;3.39;1.0
19;09:00;0.5;0.0;0.0;21.93;80.95;43.49;26.09;0.0;0.0;2249.53;-2249.53;-0.11;5027.9;0.0;737.5;1.0;0.0;0.0;-6.03;-0.1;3.36;1.0
20;09:30;0.0;1.0;0.0;21.52;73.95;43.49;26.09;0.0;0.0;3507.46;-3507.46;-0.18;5239.1;3687.2;507.5;1.0;0.0;0.0;-5.88;-0.1;3.38;1.0
21;10:00;1.0;0.0;0.0;21.9;73.51;42.28;25.37;0.0;0.0;3338.15;-3338.15;6.68;5371.0;0.0;338.2;0.0;2594117.6470588236;0.0;-5.63;4.0;3.43;1.0
22;10:30;0.0;1.0;0.0;21.48;101.79;41.08;24.65;0.0;0.0;3219.32;-3219.32;6.44;5411.4;0.0;219.3;0.0;2594117.6470588236;0.02;-5.28;4.0;3.49;1.0
23;11:00;1.0;0.0;0.0;21.9;101.36;39.88;23.93;0.0;0.0;3347.86;-3347.86;13.89;5034.1;0.0;347.9;0.0;2594117.6470588236;0.0;-4.98;8.3;3.54;1.0
24;11:30;0.38;0.0;0.0;21.9;100.0;38.68;23.21;0.0;0.0;1876.88;-1876.88;7.79;4033.9;97.0;740.3;0.0;2594117.6470588236;0.0;-4.73;8.3;3.59;1.0
25;12:00;0.35;0.0;0.0;21.9;99.57;37.48;22.49;0.0;0.0;2095.86;-2095.86;7.44;3717.3;0.0;1055.5;0.0;2594117.6470588236;0.0;-4.58;7.1;3.62;1.0
26;12:30;0.39;0.0;0.0;21.9;99.14;36.28;21.77;0.0;0.0;2420.23;-2420.23;8.59;4180.8;0.0;1254.6;0.0;2594117.6470588236;0.0;-4.53;7.1;3.63;1.0
27;13:00;0.43;0.0;0.0;21.9;98.71;35.08;21.05;0.0;0.0;2441.4;-2441.4;-2.08;4607.8;0.0;1162.7;0.0;2594117.6470588236;0.0;-4.45;-1.7;3.64;1.0
28;13:30;0.45;0.0;0.0;21.9;98.27;33.88;20.33;0.0;0.0;2081.27;-2081.27;-1.77;4921.9;0.0;723.0;0.0;2594117.6470588236;0.0;-4.35;-1.7;3.66;1.0
29;14:00;0.45;0.0;0.0;21.9;97.84;32.68;19.61;0.0;0.0;1853.99;-1853.99;-1.58;4916.4;0.0;503.8;0.0;2594117.6470588236;0.0;-4.25;-1.7;3.67;1.0
30;14:30;0.4;0.0;0.0;21.9;97.41;31.48;18.89;0.0;0.0;1705.95;-1705.95;-1.45;4401.8;0.0;501.7;0.0;2594117.6470588236;0.0;-4.15;-1.7;3.69;1.0
31;15:00;0.39;0.0;0.0;21.9;96.98;30.28;18.17;0.0;0.0;1681.78;-1681.78;-2.86;4310.2;0.0;506.7;0.0;2594117.6470588236;0.0;-4.08;-3.4;3.71;1.01
32;15:30;0.41;0.0;0.0;21.9;96.55;29.07;17.44;0.0;0.0;1747.08;-1747.08;-2.97;4522.5;0.0;517.7;0.0;2594117.6470588236;0.0;-4.03;-3.4;3.72;1.02
33;16:00;0.41;0.0;0.0;21.9;96.12;27.87;16.72;0.0;0.0;1840.0;-1840.0;-0.92;4542.8;0.0;609.6;0.0;2594117.6470588236;0.0;-3.95;-1.0;3.73;1.03
34;16:30;0.37;0.0;0.0;21.9;95.69;26.67;16.0;0.0;0.0;1896.31;-1896.31;-0.95;4144.2;0.0;778.2;0.0;2594117.6470588236;0.0;-3.85;-1.0;3.75;1.05
35;17:00;0.37;0.0;0.0;21.9;95.26;25.47;15.28;0.0;0.0;2134.87;-2134.87;12.7;4104.8;0.0;1030.0;0.0;2594117.6470588236;0.0;-3.8;11.9;3.76;1.06
36;17:30;0.4;0.0;0.0;21.9;94.83;24.27;14.56;0.0;0.0;2589.89;-2589.89;15.41;4509.3;0.0;1377.3;0.0;2594117.6470588236;0.0;-3.8;11.9;3.76;1.06
37;18:00;0.43;0.0;0.0;21.9;94.4;23.07;13.84;0.0;0.0;2614.65;-2614.65;12.81;4775.3;0.0;1326.8;0.0;2594117.6470588236;0.0;-3.87;9.8;3.74;1.04
38;18:30;0.44;0.0;4700.0;21.9;93.97;26.55;15.93;0.0;0.0;6831.66;-6831.66;33.48;4860.1;0.0;811.6;1.0;0.0;0.0;-4.02;9.8;3.72;1.02
39;19:00;0.42;0.0;4700.0;21.9;90.97;30.04;18.02;0.0;0.0;6521.0;-6521.0;43.36;4686.5;268.6;554.8;1.0;0.0;0.0;-3.91;13.3;3.74;1.04
40;19:30;0.38;0.0;4700.0;21.9;90.54;33.53;20.12;0.0;0.0;6383.1;-6383.1;42.45;4242.0;0.0;557.5;1.0;0.0;0.0;-3.51;13.3;3.81;1.11
41;20:00;0.34;0.0;4700.0;21.9;90.11;37.01;22.21;0.0;0.0;6319.02;-6319.02;25.28;3911.8;0.0;604.0;1.0;0.0;0.0;-3.01;8.0;3.9;1.2
42;20:30;0.32;0.0;4700.0;21.9;89.68;40.5;24.3;0.0;0.0;6368.06;-6368.06;25.47;3850.7;0.0;695.6;1.0;0.0;0.0;-2.41;8.0;4.01;1.31
43;21:00;0.27;0.0;0.0;21.9;89.25;40.5;24.3;0.0;0.0;1397.59;-1397.59;5.38;3231.7;0.0;599.5;1.0;0.0;0.0;-1.86;7.7;4.11;1.41
44;21:30;0.2;0.0;0.0;21.95;88.82;40.5;24.3;0.0;0.0;898.01;-898.01;3.46;1931.5;0.0;298.0;1.0;0.0;0.0;-1.36;7.7;4.2;1.5
45;22:00;0.2;0.0;0.0;22.03;88.39;40.5;24.3;0.0;0.0;730.4;-730.4;3.14;1414.2;0.0;130.4;1.0;0.0;0.0;-0.98;8.6;4.26;1.56
46;22:30;0.2;0.0;0.0;22.09;87.96;40.5;24.3;0.0;0.0;702.94;-702.94;3.02;1689.3;0.0;102.9;1.0;0.0;0.0;-0.73;8.6;4.31;1.61
47;23:00;0.2;0.0;0.0;22.14;87.53;40.5;24.3;0.0;0.0;693.6;-693.6;-1.25;2025.5;0.0;93.6;1.0;0.0;0.0;-0.48;-3.6;4.35;1.65
48;23:30;0.2;0.0;0.0;22.15;87.1;40.5;24.3;0.0;0.0;703.42;-703.42;-1.27;2456.1;0.0;103.4;1.0;0.0;0.0;-0.23;-3.6;4.4;1.7
