Costs;Peak Load;id of the run;Thermal Discomfort
310.31;84.61;37;0.17
313.02;81.17;16;0.18
314.42;81.06;18;0.17
308.69;91.58;100;0.16
309.77;85.74;104;0.18
309.11;88.71;105;0.16
308.85;91.17;106;0.17
315.32;80.03;113;0.16
314.82;80.81;132;0.17
317.13;78.54;133;0.19
311.13;82.82;139;0.17
308.73;91.33;140;0.17
307.86;113.59;141;0.18
308.33;102.14;142;0.17
307.76;129.23;143;0.18
