id of the run;Costs;Peak Load;Thermal Discomfort
1;192.51;46.45;0.15
2;197.48;36.68;0.16
6;192.96;43.48;0.13
15;195.18;39.61;0.14
18;195.42;39.45;0.15
19;195.63;38.93;0.15
20;197.3;36.69;0.15
21;196.19;38.6;0.16
24;195.22;39.57;0.14
26;192.74;45.9;0.14
30;194.64;40.96;0.18
31;196.4;38.25;0.19
33;196.94;37.09;0.13
