Costs;Peak Load;id of the run;Thermal Discomfort
217.61;57.43;36;0.11
217.62;57.35;20;0.1
217.65;56.49;59;0.12
217.69;56.47;68;0.12
217.7;56.28;35;0.12
217.93;53.65;111;0.11
217.71;53.98;112;0.12
218.37;53.59;123;0.11
219.13;53.14;130;0.09
