Costs;Peak Load;id of the run;Thermal Discomfort
433.27;72.44;37;0.18
433.35;69.88;23;0.18
433.48;68.89;46;0.17
433.67;68.3;25;0.18
433.77;67.12;4;0.17
434.08;65.74;54;0.18
434.27;62.79;32;0.18
434.31;60.64;61;0.17
438.32;56.81;102;0.18
436.38;59.53;111;0.14
436.12;59.69;112;0.15
439.43;56.32;116;0.17
437.69;58.27;119;0.17
437.42;58.91;149;0.17
