id of the run;Costs;Peak Load;Thermal Discomfort
1;128.5;46.46;0.15
3;131.27;31.17;0.18
4;129.44;38.86;0.2
6;129.57;37.95;0.18
7;129.19;40.03;0.16
8;130.22;35.08;0.15
9;130.58;33.2;0.17
10;131.12;31.3;0.16
11;130.87;32.15;0.16
12;130.72;32.74;0.17
13;131.39;30.51;0.17
14;131.09;31.42;0.14
20;133.11;29.3;0.14
50;126.9;73.3;0.15
65;126.86;77.33;0.14
67;127.59;57.94;0.17
68;128.49;46.48;0.17
