id of the run;Costs;Peak Load;Thermal Discomfort
1;349.16;91.82;0.18
3;350.9;78.69;0.17
4;349.58;86.9;0.19
5;348.72;97.31;0.17
6;350.49;80.39;0.17
7;350.57;79.45;0.15
8;351.7;76.91;0.16
9;353.29;74.07;0.18
10;351.78;76.3;0.18
11;351.08;78.28;0.16
12;353.62;73.53;0.14
13;352.54;75.17;0.17
16;354.52;73.35;0.18
