id of the run;Costs;Peak Load;Thermal Discomfort
1;36.44;50.35;0.06
3;38.26;34.55;0.08
4;37.71;38.72;0.07
5;38.15;35.12;0.08
6;38.18;34.88;0.08
7;39.23;30.4;0.08
8;41.58;23.2;0.1
9;39.42;29.58;0.09
10;40.25;27.06;0.08
12;41.8;22.76;0.08
13;41.79;22.79;0.1
