id of the run;Costs;Peak Load;Thermal Discomfort
6;387.9;63.04;0.14
19;390.23;57.9;0.13
20;393.95;55.89;0.12
22;390.96;57.64;0.13
23;388.69;58.11;0.13
26;391.82;56.7;0.14
27;394.18;55.85;0.12
28;395.29;55.11;0.14
29;396.35;54.42;0.12
31;394.85;55.24;0.16
