id of the run;Costs;Peak Load;Thermal Discomfort
1;73.18;100.52;0.06
3;76.67;69.35;0.07
4;75.03;83.21;0.07
5;79.09;58.97;0.08
6;78.66;60.73;0.09
7;79.08;59.04;0.09
9;80.81;53.76;0.08
10;84.03;45.06;0.11
11;83.34;46.33;0.1
12;71.65;167.69;0.07
13;83.92;45.27;0.09
