id of the run;Costs;Peak Load;Thermal Discomfort
1;617.16;100.3;0.15
3;622.83;97.48;0.12
7;617.24;100.14;0.14
10;624.54;95.45;0.13
20;622.36;98.18;0.12
21;622.05;98.68;0.11
22;622.18;98.51;0.13
23;621.43;99.77;0.12
24;621.75;99.06;0.12
25;624.14;96.73;0.14
26;622.34;98.41;0.12
27;623.71;97.25;0.11
32;626.4;93.95;0.12
33;625.63;94.25;0.13
42;615.82;202.17;0.15
48;636.08;91.05;0.12
51;615.82;202.17;0.15
52;629.05;92.04;0.13
53;629.22;91.2;0.13
55;627.89;92.97;0.12
59;615.82;202.17;0.15
