id of the run;Costs;Peak Load;Thermal Discomfort
8;567.91;101.99;0.15
21;568.17;96.0;0.15
22;567.96;97.47;0.16
25;568.54;94.12;0.16
29;568.49;94.23;0.16
30;568.01;96.34;0.16
31;575.28;88.7;0.16
32;572.97;90.19;0.17
35;580.72;86.12;0.14
37;575.12;88.88;0.14
40;578.77;86.96;0.12
42;577.06;87.49;0.14
44;577.24;87.45;0.14
46;574.34;89.42;0.15
47;570.04;92.98;0.17
50;572.46;90.62;0.19
51;570.79;92.37;0.17
