id of the run;Costs;Peak Load;Thermal Discomfort
1;110.31;145.23;0.07
3;115.45;100.61;0.08
4;114.03;110.81;0.07
5;115.07;102.44;0.07
6;115.19;101.73;0.08
7;115.11;102.2;0.07
8;125.1;67.73;0.11
9;118.73;86.6;0.08
10;117.79;90.48;0.08
11;121.77;77.38;0.08
13;125.74;66.5;0.12
14;125.13;67.62;0.1
15;120.55;80.99;0.09
16;125.54;66.88;0.11
