id of the run;Costs;Peak Load;Thermal Discomfort
1;341.91;84.61;0.19
2;354.0;71.61;0.18
4;342.52;83.09;0.19
5;342.71;81.85;0.2
8;342.53;82.31;0.19
12;346.43;77.62;0.15
23;342.99;78.51;0.18
27;351.53;72.77;0.15
29;352.63;72.7;0.17
31;344.81;77.84;0.17
37;351.13;73.54;0.16
39;351.14;73.01;0.17
41;341.13;131.49;0.2
44;341.16;109.54;0.19
45;341.14;129.24;0.19
