id of the run;Costs;Peak Load;Thermal Discomfort
1;213.95;35.12;0.17
3;218.25;29.22;0.13
4;215.37;29.97;0.18
5;214.14;32.54;0.17
7;215.17;30.57;0.17
8;214.9;31.15;0.17
9;216.17;29.56;0.15
10;215.43;29.61;0.15
37;219.89;29.17;0.17
60;212.91;66.69;0.17
