id of the run;Costs;Peak Load;Thermal Discomfort
2;580.37;104.28;0.17
3;571.57;119.37;0.16
5;569.81;121.91;0.15
12;571.59;118.74;0.16
13;574.51;112.55;0.16
15;572.8;116.07;0.15
17;571.89;116.64;0.16
18;567.51;172.82;0.16
19;568.67;134.35;0.15
22;571.39;121.37;0.13
24;571.5;120.62;0.14
26;567.99;137.74;0.15
27;576.3;109.0;0.14
31;579.73;104.75;0.16
32;575.45;111.69;0.16
35;577.52;107.26;0.16
