id of the run;Costs;Peak Load;Thermal Discomfort
6;410.96;63.36;0.15
8;410.96;63.36;0.14
11;412.2;62.64;0.12
12;409.8;136.36;0.13
13;410.68;63.51;0.14
14;410.14;97.37;0.13
31;420.54;60.41;0.12
32;417.42;61.77;0.12
33;416.64;62.45;0.14
35;420.45;60.43;0.13
36;419.4;60.68;0.13
37;417.93;61.37;0.13
38;419.17;60.76;0.12
44;421.72;60.05;0.13
47;423.89;60.0;0.14
