id of the run;Costs;Peak Load;Thermal Discomfort
1;176.79;46.85;0.15
4;177.44;41.15;0.16
5;177.11;44.31;0.14
6;177.7;39.73;0.16
7;177.63;40.27;0.16
8;178.15;38.59;0.18
10;178.17;38.53;0.14
11;177.95;39.18;0.15
13;178.42;38.14;0.17
14;177.14;43.98;0.15
16;177.51;40.58;0.16
19;175.9;57.5;0.18
20;175.75;71.93;0.16
22;177.98;38.86;0.18
23;178.3;38.26;0.15
24;179.56;37.83;0.16
