id of the run;Costs;Peak Load;Thermal Discomfort
5;208.7;33.16;0.14
6;208.3;33.76;0.15
7;207.7;71.09;0.12
8;207.95;43.09;0.14
9;208.17;33.92;0.13
11;208.3;33.76;0.14
12;207.7;71.09;0.12
23;212.58;31.72;0.13
26;211.02;32.67;0.16
33;211.59;32.59;0.14
41;212.04;32.1;0.13
42;212.4;31.92;0.14
46;212.66;31.47;0.14
47;212.15;32.07;0.14
48;212.26;31.99;0.15
