id of the run;Costs;Peak Load;Thermal Discomfort
1;109.27;28.97;0.11
2;110.98;26.93;0.1
7;109.37;27.45;0.11
11;109.29;28.65;0.13
18;110.39;27.3;0.13
24;110.75;26.96;0.13
