id of the run;Costs;Peak Load;Thermal Discomfort
4;191.1;35.75;0.2
5;190.48;39.8;0.2
6;190.21;42.35;0.21
7;190.79;38.53;0.18
13;190.0;68.89;0.22
21;190.0;68.89;0.22
22;190.38;41.13;0.23
23;191.77;35.68;0.23
26;190.0;68.89;0.22
28;190.18;44.79;0.2
51;190.0;68.89;0.22
57;201.92;35.44;0.17
