id of the run;Costs;Peak Load;Thermal Discomfort
1;153.74;46.21;0.18
7;153.76;45.06;0.17
9;154.39;43.13;0.16
10;155.61;40.79;0.18
11;155.58;42.97;0.17
12;162.18;38.41;0.18
16;155.59;42.7;0.18
17;156.02;40.27;0.18
27;164.44;37.4;0.13
41;157.28;39.62;0.18
42;156.72;40.23;0.14
46;164.44;37.4;0.13
49;164.44;37.4;0.13
50;153.26;64.86;0.18
58;164.44;37.4;0.13
