id of the run;Costs;Peak Load;Thermal Discomfort
2;430.6;90.68;0.17
3;416.1;107.74;0.17
4;413.68;115.1;0.19
7;409.03;117.44;0.21
8;414.98;110.25;0.17
9;414.59;113.01;0.19
10;414.73;112.0;0.19
12;421.88;97.93;0.17
13;419.74;100.71;0.17
14;417.02;102.19;0.17
19;422.73;96.89;0.16
22;427.15;92.38;0.19
23;420.37;99.69;0.18
24;429.86;90.94;0.17
25;428.69;91.56;0.18
26;420.59;99.54;0.16
27;425.07;94.71;0.17
32;425.34;94.14;0.18
33;422.14;97.26;0.17
34;425.43;93.39;0.18
