id of the run;Costs;Peak Load;Thermal Discomfort
3;177.94;25.98;0.09
4;177.56;27.7;0.09
5;177.33;29.13;0.09
6;177.11;62.19;0.09
7;177.12;35.93;0.09
8;177.25;30.39;0.09
9;177.3;29.49;0.09
10;177.27;30.27;0.09
11;177.23;31.04;0.09
12;177.44;28.42;0.09
13;177.69;27.34;0.08
14;178.55;24.67;0.08
15;178.0;25.78;0.09
17;178.16;25.47;0.08
21;193.76;23.67;0.06
