id of the run;Costs;Peak Load;Thermal Discomfort
1;304.64;86.74;0.16
4;306.54;71.67;0.15
5;305.9;76.17;0.17
6;305.77;76.41;0.17
8;307.41;68.23;0.14
9;306.5;71.71;0.16
12;307.78;66.83;0.15
14;308.08;65.94;0.16
17;306.34;72.67;0.16
37;302.23;123.68;0.14
41;335.7;63.28;0.1
