id of the run;Costs;Peak Load;Thermal Discomfort
7;356.44;59.55;0.16
19;355.63;64.09;0.17
21;355.93;60.52;0.16
22;355.96;59.81;0.17
24;354.72;92.47;0.17
25;355.18;76.51;0.17
