id of the run;Costs;Peak Load;Thermal Discomfort
25;197.58;30.33;0.13
30;198.05;29.64;0.12
37;200.54;28.58;0.14
40;200.52;28.81;0.13
41;198.91;29.23;0.11
48;199.22;29.03;0.1
52;200.41;28.93;0.13
