id of the run;Costs;Peak Load;Thermal Discomfort
4;352.11;60.24;0.18
5;350.81;61.55;0.18
7;350.21;64.2;0.17
8;350.15;64.36;0.16
9;350.03;65.46;0.18
10;348.73;145.1;0.17
11;349.13;88.59;0.15
12;349.65;73.26;0.16
13;349.89;67.07;0.19
14;350.34;63.19;0.16
15;348.73;145.1;0.17
16;351.09;60.82;0.17
