id of the run;Costs;Peak Load;Thermal Discomfort
1;218.39;41.24;0.17
5;219.62;36.76;0.15
6;219.17;38.81;0.15
20;225.76;35.83;0.17
24;225.73;35.85;0.15
25;229.24;35.03;0.16
27;229.8;34.81;0.18
30;223.99;36.59;0.16
45;217.52;73.27;0.19
47;229.72;34.82;0.15
56;226.27;35.77;0.15
