id of the run;Costs;Peak Load;Thermal Discomfort
13;285.3;52.74;0.15
14;285.47;47.48;0.16
16;285.79;46.42;0.16
19;285.54;46.53;0.16
20;287.82;44.83;0.14
21;287.2;45.76;0.15
22;286.02;46.28;0.17
24;288.17;44.4;0.17
26;286.56;45.97;0.15
28;290.61;43.55;0.12
30;289.58;43.93;0.12
34;290.57;43.56;0.12
35;291.43;43.18;0.14
36;291.71;43.17;0.13
37;289.46;43.94;0.13
40;285.38;51.14;0.16
41;291.71;43.17;0.13
43;288.63;44.34;0.15
