id of the run;Costs;Peak Load;Thermal Discomfort
1;172.23;41.71;0.18
2;177.64;34.77;0.16
5;172.54;41.23;0.21
9;172.79;38.56;0.21
11;175.76;35.77;0.16
15;173.36;38.08;0.18
16;174.12;36.99;0.14
17;176.52;35.36;0.16
19;176.51;35.45;0.17
21;171.84;65.89;0.17
22;172.59;39.39;0.2
24;173.52;37.77;0.17
26;171.87;54.96;0.18
28;177.27;35.34;0.16
29;175.83;35.76;0.17
31;171.84;65.89;0.17
