id of the run;Costs;Peak Load;Thermal Discomfort
1;525.06;99.18;0.17
5;526.39;92.63;0.17
6;525.75;95.33;0.17
7;525.33;96.94;0.17
9;525.97;94.19;0.18
10;526.17;93.64;0.16
