id of the run;Costs;Peak Load;Thermal Discomfort
3;589.16;86.15;0.13
23;567.9;197.44;0.13
25;568.0;124.36;0.15
28;585.16;87.22;0.14
29;582.23;87.92;0.14
30;584.23;87.39;0.15
32;579.48;88.19;0.15
34;590.65;85.96;0.11
36;586.61;86.38;0.12
37;567.9;197.44;0.13
42;567.9;197.44;0.13
