id of the run;Costs;Peak Load;Thermal Discomfort
1;382.98;85.49;0.14
2;391.28;73.0;0.15
3;385.61;83.54;0.17
8;391.28;73.0;0.16
9;386.34;82.54;0.14
20;382.39;93.82;0.16
22;387.28;81.49;0.16
24;388.55;79.14;0.17
25;386.77;82.27;0.17
28;387.38;81.0;0.15
30;382.91;86.76;0.15
31;382.25;100.5;0.15
32;381.95;114.62;0.14
35;388.71;77.6;0.15
37;383.35;84.33;0.14
42;387.44;80.26;0.15
43;389.36;76.11;0.13
45;390.41;74.96;0.17
