id of the run;Costs;Peak Load;Thermal Discomfort
8;177.33;30.85;0.17
9;176.72;62.0;0.17
10;176.8;45.91;0.18
11;177.09;36.01;0.18
12;176.74;48.03;0.18
14;176.72;62.0;0.17
17;177.4;30.61;0.17
28;180.87;30.12;0.14
