id of the run;Costs;Peak Load;Thermal Discomfort
1;171.86;34.16;0.12
2;177.13;33.08;0.12
6;171.94;33.13;0.1
9;171.37;63.89;0.1
10;171.57;35.95;0.1
11;171.45;43.92;0.15
32;177.28;32.18;0.13
41;183.52;28.71;0.08
