timeslot;time of day;simulationResult_electricalLoad_combined;simulationResult_RESGeneration_combined;simulationResult_PVGeneration_combined;simulationResult_SurplusEnergy_combined;simulationResult_costs_combined
1;00:00;112203.73;0.0;0.0;0.0;-84.15
2;00:30;112203.47;0.0;0.0;0.0;-84.15
3;01:00;112204.5;0.0;0.0;0.0;-207.58
4;01:30;112204.34;0.0;0.0;0.0;-207.58
5;02:00;112203.94;0.0;0.0;0.0;-319.78
6;02:30;112204.74;0.0;0.0;0.0;-319.78
7;03:00;112203.39;0.0;0.0;0.0;-375.88
8;03:30;112203.37;0.0;0.0;0.0;-375.88
9;04:00;112204.64;0.0;0.0;0.0;-319.78
10;04:30;112205.12;0.0;0.0;0.0;-319.78
11;05:00;112203.16;0.0;0.0;0.0;-129.03
12;05:30;112204.09;0.0;0.0;0.0;-129.03
13;06:00;112202.91;0.0;0.0;0.0;-1492.3
14;06:30;112203.46;0.0;0.0;0.0;-1492.31
15;07:00;112203.74;0.0;0.0;0.0;-1037.88
16;07:30;112203.0;0.0;0.0;0.0;-1037.88
17;08:00;112203.5;0.0;0.0;0.0;-476.86
18;08:30;112202.82;0.0;0.0;0.0;-476.86
19;09:00;112203.47;0.0;0.0;0.0;-5.61
20;09:30;112204.42;0.0;0.0;0.0;-5.61
21;10:00;112204.98;0.0;0.0;0.0;224.41
22;10:30;112203.92;0.0;0.0;0.0;224.41
23;11:00;112202.17;0.0;0.0;0.0;465.64
24;11:30;112203.86;0.0;0.0;0.0;465.65
25;12:00;112204.2;0.0;0.0;0.0;398.32
26;12:30;112203.29;0.0;0.0;0.0;398.32
27;13:00;112203.31;0.0;0.0;0.0;-95.37
28;13:30;112204.45;0.0;0.0;0.0;-95.37
29;14:00;112202.55;0.0;0.0;0.0;-95.37
30;14:30;112202.37;0.0;0.0;0.0;-95.37
31;15:00;112204.13;0.0;0.0;0.0;-190.75
32;15:30;112203.55;0.0;0.0;0.0;-190.75
33;16:00;112203.29;0.0;0.0;0.0;-56.1
34;16:30;112203.24;0.0;0.0;0.0;-56.1
35;17:00;112204.93;0.0;0.0;0.0;667.62
36;17:30;112202.86;0.0;0.0;0.0;667.61
37;18:00;112202.92;0.0;0.0;0.0;549.79
38;18:30;112204.1;0.0;0.0;0.0;549.8
39;19:00;52299.76;0.0;0.0;0.0;347.79
40;19:30;112203.41;0.0;0.0;0.0;746.15
41;20:00;107491.49;0.0;0.0;0.0;429.97
42;20:30;109383.04;0.0;0.0;0.0;437.53
43;21:00;114553.2;0.0;0.0;0.0;441.03
44;21:30;114553.13;0.0;0.0;0.0;441.03
45;22:00;38337.4;0.0;0.0;0.0;164.85
46;22:30;54206.38;0.0;0.0;0.0;233.09
47;23:00;112203.28;0.0;0.0;0.0;-201.97
48;23:30;112204.23;0.0;0.0;0.0;-201.97
