timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
24;11:30;0.49;0.0;21.92;100.9;0.0;0.0;1707.8;-1707.8;7.09;0.0;0.0;0.0;0.0;-4.73;8.3;3.59;1.0
25;12:00;0.46;0.0;21.92;100.47;0.0;0.0;1815.26;-1815.26;6.44;0.0;0.0;0.0;0.0;-4.58;7.1;3.62;1.0
26;12:30;0.44;0.0;21.92;100.04;0.0;0.0;2325.37;-2325.37;8.26;0.0;0.0;0.0;0.0;-4.53;7.1;3.63;1.0
27;13:00;0.44;0.0;21.92;99.61;0.0;0.0;2595.4;-2595.4;-2.21;0.0;0.0;0.0;0.0;-4.45;-1.7;3.64;1.0
28;13:30;0.48;0.0;21.92;99.18;0.0;0.0;2648.75;-2648.75;-2.25;0.0;0.0;0.0;0.0;-4.35;-1.7;3.66;1.0
29;14:00;0.5;0.0;21.92;98.75;0.0;0.0;2528.51;-2528.51;-2.15;0.0;0.0;0.0;0.0;-4.25;-1.7;3.67;1.0
30;14:30;0.0;1.0;21.49;87.36;0.0;0.0;3672.31;-3672.31;-3.12;0.0;0.0;0.0;0.01;-4.15;-1.7;3.69;1.0
31;15:00;1.0;0.0;21.93;86.93;0.0;0.0;3490.5;-3490.5;-5.93;0.0;0.0;0.0;0.0;-4.08;-3.4;3.71;1.01
32;15:30;0.5;0.0;21.93;85.26;0.0;0.0;2008.55;-2008.55;-3.41;0.0;0.0;0.0;0.0;-4.03;-3.4;3.72;1.02
33;16:00;0.5;0.0;21.93;84.83;0.0;0.0;2039.5;-2039.5;-1.02;0.0;0.0;0.0;0.0;-3.95;-1.0;3.73;1.03
34;16:30;0.51;0.0;21.93;84.4;0.0;0.0;2111.99;-2111.99;-1.06;0.0;0.0;0.0;0.0;-3.85;-1.0;3.75;1.05
35;17:00;0.48;0.0;21.93;83.97;0.0;0.0;2207.76;-2207.76;13.14;0.0;0.0;0.0;0.0;-3.8;11.9;3.76;1.06
36;17:30;0.4;0.0;21.93;83.54;0.0;0.0;2298.06;-2298.06;13.67;0.0;0.0;0.0;0.0;-3.8;11.9;3.76;1.06
37;18:00;0.4;0.0;21.93;83.11;0.0;0.0;2585.94;-2585.94;12.67;0.0;0.0;0.0;0.0;-3.87;9.8;3.74;1.04
38;18:30;0.48;0.0;21.93;82.68;0.0;0.0;3088.51;-3088.51;15.13;0.0;0.0;0.0;0.0;-4.02;9.8;3.72;1.02
39;19:00;0.52;0.0;21.93;82.25;0.0;0.0;2984.83;-2984.83;19.85;0.0;0.0;0.0;0.0;-3.91;13.3;3.74;1.04
40;19:30;0.5;0.0;21.93;81.82;0.0;0.0;2301.48;-2301.48;15.3;0.0;0.0;0.0;0.0;-3.51;13.3;3.81;1.11
41;20:00;0.0;1.0;21.51;114.21;0.0;0.0;3545.11;-3545.11;14.18;0.0;0.0;0.0;0.0;-3.01;8.0;3.9;1.2
42;20:30;1.0;0.0;22.03;113.78;0.0;0.0;3711.62;-3711.62;14.85;0.0;0.0;0.0;0.0;-2.41;8.0;4.01;1.31
43;21:00;0.2;0.0;21.84;113.35;0.0;0.0;1391.41;-1391.41;5.36;0.0;0.0;0.0;0.0;-1.86;7.7;4.11;1.41
44;21:30;0.0;1.0;21.48;80.47;0.0;0.0;3783.72;-3783.72;14.57;0.0;0.0;0.0;0.02;-1.36;7.7;4.2;1.5
45;22:00;1.0;0.0;22.16;80.04;0.0;0.0;3631.3;-3631.3;15.61;0.0;0.0;0.0;0.0;-0.98;8.6;4.26;1.56
46;22:30;0.0;1.0;21.98;125.78;0.0;0.0;3330.24;-3330.24;14.32;0.0;0.0;0.0;0.0;-0.73;8.6;4.31;1.61
47;23:00;0.0;0.0;21.83;125.35;0.0;0.0;157.21;-157.21;-0.28;0.0;0.0;0.0;0.0;-0.48;-3.6;4.35;1.65
48;23:30;0.0;0.0;21.66;124.92;0.0;0.0;112.89;-112.89;-0.2;2212.4;0.0;112.9;0.0;-0.23;-3.6;4.4;1.7
