timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
1;00:00;0.0;0.2;21.59;132.49;0.0;0.0;730.58;-730.58;-0.55;0.0;0.0;0.0;0.0;-2.0;-1.5;4.08;1.38
2;00:30;0.0;0.0;21.39;132.06;0.0;0.0;133.89;-133.89;-0.1;0.0;0.0;0.0;0.11;-2.0;-1.5;4.08;1.38
3;01:00;1.0;0.0;22.09;131.63;0.0;0.0;3127.04;-3127.04;-5.79;0.0;0.0;0.0;0.0;-2.05;-3.7;4.07;1.37
4;01:30;0.2;0.0;22.03;131.2;0.0;0.0;709.98;-709.98;-1.31;0.0;0.0;0.0;0.0;-2.15;-3.7;4.05;1.35
5;02:00;0.2;0.0;21.97;130.77;0.0;0.0;710.34;-710.34;-2.02;0.0;0.0;0.0;0.0;-2.3;-5.7;4.03;1.33
6;02:30;0.2;0.0;21.92;130.34;0.0;0.0;728.59;-728.59;-2.08;0.0;0.0;0.0;0.0;-2.5;-5.7;3.99;1.29
7;03:00;0.27;0.0;21.92;129.91;0.0;0.0;954.55;-954.55;-3.2;0.0;0.0;0.0;0.0;-2.72;-6.7;3.95;1.25
8;03:30;0.3;0.0;21.92;129.48;0.0;0.0;1046.58;-1046.58;-3.51;0.0;0.0;0.0;0.0;-2.97;-6.7;3.91;1.21
9;04:00;0.33;0.0;21.92;129.05;0.0;0.0;1263.71;-1263.71;-3.6;0.0;0.0;0.0;0.0;-3.24;-5.7;3.86;1.16
10;04:30;0.36;0.0;21.92;128.62;0.0;0.0;1588.76;-1588.76;-4.53;0.0;0.0;0.0;0.0;-3.54;-5.7;3.8;1.1
11;05:00;0.41;0.0;21.92;128.19;0.0;0.0;1995.9;-1995.9;-2.3;0.0;0.0;0.0;0.0;-3.8;-2.3;3.76;1.06
12;05:30;0.5;0.0;21.92;127.76;0.0;0.0;2520.83;-2520.83;-2.9;0.0;0.0;0.0;0.0;-4.0;-2.3;3.72;1.02
13;06:00;0.53;0.0;21.92;127.32;0.0;0.0;2647.14;-2647.14;-35.21;0.0;0.0;0.0;0.0;-4.27;-26.6;3.67;1.0
14;06:30;0.53;0.0;21.92;126.89;0.0;0.0;2416.95;-2416.95;-32.15;0.0;0.0;0.0;0.0;-4.62;-26.6;3.61;1.0
15;07:00;0.54;0.0;21.92;112.89;0.0;0.0;2232.21;-2232.21;-20.65;0.0;0.0;0.0;0.0;-4.87;-18.5;3.56;1.0
16;07:30;0.53;0.0;21.92;112.46;0.0;0.0;2067.81;-2067.81;-19.13;0.0;0.0;0.0;0.0;-5.02;-18.5;3.54;1.0
17;08:00;0.54;0.0;21.92;112.03;0.0;0.0;1973.97;-1973.97;-8.39;0.0;0.0;0.0;0.0;-5.34;-8.5;3.48;1.0
18;08:30;0.57;0.0;21.92;111.6;0.0;0.0;1931.82;-1931.82;-8.21;0.0;0.0;0.0;0.0;-5.84;-8.5;3.39;1.0
19;09:00;0.59;0.0;21.92;103.97;0.0;0.0;2065.34;-2065.34;-0.1;0.0;0.0;0.0;0.0;-6.03;-0.1;3.36;1.0
20;09:30;0.63;0.0;21.92;103.54;0.0;0.0;2436.57;-2436.57;-0.12;0.0;0.0;0.0;0.0;-5.88;-0.1;3.38;1.0
21;10:00;0.61;0.0;21.92;103.11;0.0;0.0;2456.25;-2456.25;4.91;0.0;0.0;0.0;0.0;-5.63;4.0;3.43;1.0
22;10:30;0.57;0.0;21.92;101.76;0.0;0.0;2211.16;-2211.16;4.42;0.0;0.0;0.0;0.0;-5.28;4.0;3.49;1.0
23;11:00;0.52;0.0;21.92;101.33;0.0;0.0;1953.22;-1953.22;8.11;0.0;0.0;0.0;0.0;-4.98;8.3;3.54;1.0
