timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
1;00:00;0.0;0.2;21.58;132.49;0.0;0.0;925.88;-925.88;-0.69;0.0;0.0;0.0;0.0;-2.0;-1.5;4.08;1.38
2;00:30;0.0;0.0;21.43;132.06;0.0;0.0;184.1;-184.1;-0.14;0.0;0.0;0.0;0.07;-2.0;-1.5;4.08;1.38
3;01:00;0.0;0.0;21.29;131.63;0.0;0.0;113.37;-113.37;-0.21;0.0;0.0;0.0;0.21;-2.05;-3.7;4.07;1.37
4;01:30;1.0;0.0;22.06;131.2;0.0;0.0;3115.84;-3115.84;-5.76;0.0;0.0;0.0;0.0;-2.15;-3.7;4.05;1.35
5;02:00;0.2;0.0;22.08;130.77;0.0;0.0;715.21;-715.21;-2.04;0.0;0.0;0.0;0.0;-2.3;-5.7;4.03;1.33
6;02:30;0.2;0.0;22.07;130.34;0.0;0.0;712.31;-712.31;-2.03;0.0;0.0;0.0;0.0;-2.5;-5.7;3.99;1.29
7;03:00;0.2;0.0;22.03;129.91;0.0;0.0;715.3;-715.3;-2.4;0.0;0.0;0.0;0.0;-2.72;-6.7;3.95;1.25
8;03:30;0.2;0.0;21.95;129.48;0.0;0.0;725.52;-725.52;-2.43;0.0;0.0;0.0;0.0;-2.97;-6.7;3.91;1.21
9;04:00;0.2;0.0;21.85;129.05;0.0;0.0;741.83;-741.83;-2.11;0.0;0.0;0.0;0.0;-3.24;-5.7;3.86;1.16
10;04:30;0.32;0.0;21.85;128.62;0.0;0.0;1107.21;-1107.21;-3.16;0.0;0.0;0.0;0.0;-3.54;-5.7;3.8;1.1
11;05:00;0.32;0.0;21.85;128.19;0.0;0.0;1275.67;-1275.67;-1.47;0.0;0.0;0.0;0.0;-3.8;-2.3;3.76;1.06
12;05:30;0.31;0.0;21.85;127.76;0.0;0.0;1587.74;-1587.74;-1.83;0.0;0.0;0.0;0.0;-4.0;-2.3;3.72;1.02
13;06:00;0.34;0.0;21.85;127.32;0.0;0.0;1934.33;-1934.33;-25.73;0.0;0.0;0.0;0.0;-4.27;-26.6;3.67;1.0
14;06:30;0.41;0.0;21.85;126.89;0.0;0.0;2318.45;-2318.45;-30.84;0.0;0.0;0.0;0.0;-4.62;-26.6;3.61;1.0
15;07:00;0.45;0.0;21.85;116.86;0.0;0.0;2390.99;-2390.99;-22.12;0.0;0.0;0.0;0.0;-4.87;-18.5;3.56;1.0
16;07:30;0.47;0.0;21.85;116.43;0.0;0.0;2100.27;-2100.27;-19.43;0.0;0.0;0.0;0.0;-5.02;-18.5;3.54;1.0
17;08:00;0.52;0.0;21.85;116.0;0.0;0.0;2029.54;-2029.54;-8.63;0.0;0.0;0.0;0.0;-5.34;-8.5;3.48;1.0
18;08:30;0.6;0.0;21.85;115.57;0.0;0.0;2202.19;-2202.19;-9.36;0.0;0.0;0.0;0.0;-5.84;-8.5;3.39;1.0
19;09:00;0.67;0.0;21.85;115.14;0.0;0.0;2320.61;-2320.61;-0.12;0.0;0.0;0.0;0.0;-6.03;-0.1;3.36;1.0
20;09:30;0.7;0.0;21.85;114.71;0.0;0.0;2330.34;-2330.34;-0.12;0.0;0.0;0.0;0.0;-5.88;-0.1;3.38;1.0
21;10:00;0.67;0.0;21.85;114.28;0.0;0.0;2310.2;-2310.2;4.62;0.0;0.0;0.0;0.0;-5.63;4.0;3.43;1.0
22;10:30;0.58;0.0;21.85;112.34;0.0;0.0;2297.0;-2297.0;4.59;0.0;0.0;0.0;0.0;-5.28;4.0;3.49;1.0
23;11:00;0.54;0.0;21.85;111.91;0.0;0.0;2215.14;-2215.14;9.19;0.0;0.0;0.0;0.0;-4.98;8.3;3.54;1.0
24;11:30;0.53;0.0;21.85;111.48;0.0;0.0;2054.56;-2054.56;8.53;0.0;0.0;0.0;0.0;-4.73;8.3;3.59;1.0
25;12:00;0.0;1.0;21.42;101.54;0.0;0.0;3318.74;-3318.74;11.78;0.0;0.0;0.0;0.08;-4.58;7.1;3.62;1.0
26;12:30;1.0;0.0;21.87;99.28;0.0;0.0;3209.97;-3209.97;11.4;0.0;0.0;0.0;0.0;-4.53;7.1;3.63;1.0
27;13:00;0.42;0.0;21.87;98.85;0.0;0.0;1651.47;-1651.47;-1.4;0.0;0.0;0.0;0.0;-4.45;-1.7;3.64;1.0
28;13:30;0.38;0.0;21.87;98.42;0.0;0.0;2049.58;-2049.58;-1.74;0.0;0.0;0.0;0.0;-4.35;-1.7;3.66;1.0
29;14:00;0.37;0.0;21.87;97.99;0.0;0.0;2304.77;-2304.77;-1.96;0.0;0.0;0.0;0.0;-4.25;-1.7;3.67;1.0
30;14:30;0.38;0.0;21.87;97.56;0.0;0.0;2410.76;-2410.76;-2.05;0.0;0.0;0.0;0.0;-4.15;-1.7;3.69;1.0
31;15:00;0.39;0.0;21.87;97.13;0.0;0.0;2303.77;-2303.77;-3.92;0.0;0.0;0.0;0.0;-4.08;-3.4;3.71;1.01
32;15:30;0.4;0.0;21.87;96.7;0.0;0.0;1988.34;-1988.34;-3.38;0.0;0.0;0.0;0.0;-4.03;-3.4;3.72;1.02
33;16:00;0.39;0.0;21.87;96.27;0.0;0.0;1775.66;-1775.66;-0.89;0.0;0.0;0.0;0.0;-3.95;-1.0;3.73;1.03
34;16:30;0.36;0.0;21.87;95.84;0.0;0.0;1679.77;-1679.77;-0.84;0.0;0.0;0.0;0.0;-3.85;-1.0;3.75;1.05
35;17:00;0.36;0.0;21.87;95.41;0.0;0.0;1646.77;-1646.77;9.8;0.0;0.0;0.0;0.0;-3.8;11.9;3.76;1.06
36;17:30;0.4;0.0;21.87;94.98;0.0;0.0;1658.33;-1658.33;9.87;0.0;0.0;0.0;0.0;-3.8;11.9;3.76;1.06
37;18:00;0.4;0.0;21.87;93.58;0.0;0.0;1718.93;-1718.93;8.42;0.0;0.0;0.0;0.0;-3.87;9.8;3.74;1.04
38;18:30;0.36;0.0;21.87;93.15;0.0;0.0;1842.1;-1842.1;9.03;0.0;0.0;0.0;0.0;-4.02;9.8;3.72;1.02
39;19:00;0.36;0.0;21.87;92.72;0.0;0.0;2026.7;-2026.7;13.48;0.0;0.0;0.0;0.0;-3.91;13.3;3.74;1.04
40;19:30;0.41;0.0;21.87;92.29;0.0;0.0;2263.91;-2263.91;15.06;0.0;0.0;0.0;0.0;-3.51;13.3;3.81;1.11
41;20:00;0.41;0.0;21.87;91.86;0.0;0.0;2173.9;-2173.9;8.7;0.0;0.0;0.0;0.0;-3.01;8.0;3.9;1.2
42;20:30;0.38;0.0;21.87;90.44;0.0;0.0;1769.78;-1769.78;7.08;0.0;0.0;0.0;0.0;-2.41;8.0;4.01;1.31
43;21:00;0.34;0.0;21.87;90.01;0.0;0.0;1542.38;-1542.38;5.94;0.0;0.0;0.0;0.0;-1.86;7.7;4.11;1.41
44;21:30;0.31;0.0;21.87;89.58;0.0;0.0;1520.96;-1520.96;5.86;0.0;0.0;0.0;0.0;-1.36;7.7;4.2;1.5
45;22:00;0.28;0.0;21.87;89.15;0.0;0.0;1468.34;-1468.34;6.31;0.0;0.0;0.0;0.0;-0.98;8.6;4.26;1.56
46;22:30;0.28;0.0;21.87;88.71;0.0;0.0;1429.33;-1429.33;6.15;0.0;0.0;0.0;0.0;-0.73;8.6;4.31;1.61
47;23:00;0.24;0.0;21.87;88.28;0.0;0.0;1191.16;-1191.16;-2.14;0.0;0.0;0.0;0.0;-0.48;-3.6;4.35;1.65
48;23:30;0.2;0.0;21.9;87.85;0.0;0.0;851.15;-851.15;-1.53;2243.8;0.0;251.2;0.0;-0.23;-3.6;4.4;1.7
