timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
20;09:30;0.0;1.0;21.33;77.51;0.0;0.0;3600.98;-3600.98;-0.18;0.0;0.0;0.0;0.17;-5.88;-0.1;3.38;1.0
21;10:00;1.0;0.0;21.67;77.08;0.0;0.0;3691.34;-3691.34;7.38;0.0;0.0;0.0;0.0;-5.63;4.0;3.43;1.0
22;10:30;0.0;1.0;21.26;105.35;0.0;0.0;3555.03;-3555.03;7.11;0.0;0.0;0.0;0.24;-5.28;4.0;3.49;1.0
23;11:00;1.0;0.0;21.67;104.92;0.0;0.0;3415.92;-3415.92;14.18;0.0;0.0;0.0;0.0;-4.98;8.3;3.54;1.0
24;11:30;1.0;0.0;22.1;104.49;0.0;0.0;3261.93;-3261.93;13.54;0.0;0.0;0.0;0.0;-4.73;8.3;3.59;1.0
25;12:00;0.2;0.0;21.9;104.05;0.0;0.0;1045.54;-1045.54;3.71;0.0;0.0;0.0;0.0;-4.58;7.1;3.62;1.0
26;12:30;0.38;0.0;21.9;103.02;0.0;0.0;2118.58;-2118.58;7.52;0.0;0.0;0.0;0.0;-4.53;7.1;3.63;1.0
27;13:00;0.37;0.0;21.9;102.59;0.0;0.0;2337.94;-2337.94;-1.99;0.0;0.0;0.0;0.0;-4.45;-1.7;3.64;1.0
28;13:30;0.41;0.0;21.9;102.16;0.0;0.0;2486.28;-2486.28;-2.11;0.0;0.0;0.0;0.0;-4.35;-1.7;3.66;1.0
29;14:00;0.44;0.0;21.9;101.73;0.0;0.0;2389.06;-2389.06;-2.03;0.0;0.0;0.0;0.0;-4.25;-1.7;3.67;1.0
30;14:30;0.43;0.0;21.9;101.3;0.0;0.0;2049.13;-2049.13;-1.74;0.0;0.0;0.0;0.0;-4.15;-1.7;3.69;1.0
31;15:00;0.42;0.0;21.9;100.87;0.0;0.0;1852.6;-1852.6;-3.15;0.0;0.0;0.0;0.0;-4.08;-3.4;3.71;1.01
32;15:30;0.43;0.0;21.9;100.44;0.0;0.0;1873.9;-1873.9;-3.19;0.0;0.0;0.0;0.0;-4.03;-3.4;3.72;1.02
33;16:00;0.43;0.0;21.9;100.0;0.0;0.0;1867.97;-1867.97;-0.93;0.0;0.0;0.0;0.0;-3.95;-1.0;3.73;1.03
34;16:30;0.44;0.0;21.9;99.57;0.0;0.0;1865.01;-1865.01;-0.93;0.0;0.0;0.0;0.0;-3.85;-1.0;3.75;1.05
35;17:00;0.43;0.0;21.9;99.14;0.0;0.0;1991.64;-1991.64;11.85;0.0;0.0;0.0;0.0;-3.8;11.9;3.76;1.06
36;17:30;0.43;0.0;21.9;98.71;0.0;0.0;2261.97;-2261.97;13.46;0.0;0.0;0.0;0.0;-3.8;11.9;3.76;1.06
37;18:00;0.43;0.0;21.9;98.28;0.0;0.0;2495.6;-2495.6;12.23;0.0;0.0;0.0;0.0;-3.87;9.8;3.74;1.04
38;18:30;0.42;0.0;21.9;94.37;0.0;0.0;2652.79;-2652.79;13.0;0.0;0.0;0.0;0.0;-4.02;9.8;3.72;1.02
39;19:00;0.43;0.0;21.9;93.94;0.0;0.0;2526.71;-2526.71;16.8;0.0;0.0;0.0;0.0;-3.91;13.3;3.74;1.04
40;19:30;0.43;0.0;21.9;93.51;0.0;0.0;2039.54;-2039.54;13.56;0.0;0.0;0.0;0.0;-3.51;13.3;3.81;1.11
41;20:00;0.41;0.0;21.9;90.93;0.0;0.0;1799.05;-1799.05;7.2;0.0;0.0;0.0;0.0;-3.01;8.0;3.9;1.2
42;20:30;0.37;0.0;21.9;88.36;0.0;0.0;1727.11;-1727.11;6.91;0.0;0.0;0.0;0.0;-2.41;8.0;4.01;1.31
43;21:00;0.35;0.0;21.9;87.92;0.0;0.0;1721.6;-1721.6;6.63;0.0;0.0;0.0;0.0;-1.86;7.7;4.11;1.41
44;21:30;0.35;0.0;21.9;87.49;0.0;0.0;1724.86;-1724.86;6.64;0.0;0.0;0.0;0.0;-1.36;7.7;4.2;1.5
45;22:00;0.3;0.0;21.9;87.06;0.0;0.0;1442.05;-1442.05;6.2;0.0;0.0;0.0;0.0;-0.98;8.6;4.26;1.56
46;22:30;0.2;0.0;21.91;86.63;0.0;0.0;890.29;-890.29;3.83;0.0;0.0;0.0;0.0;-0.73;8.6;4.31;1.61
47;23:00;0.2;0.0;21.96;86.2;0.0;0.0;741.32;-741.32;-1.33;0.0;0.0;0.0;0.0;-0.48;-3.6;4.35;1.65
48;23:30;0.2;0.0;22.01;85.77;0.0;0.0;720.78;-720.78;-1.3;1991.8;0.0;120.8;0.0;-0.23;-3.6;4.4;1.7
